,age_bracket,Gender,Legislative,Party,Count,voted_2024,voted_2020,voted_2016
2115,51-64,Male,17,UNA,2588,1853,1804,1459
2116,51-64,Male,18,DEM,4931,3975,3898,3477
2117,51-64,Male,18,OTH,135,90,90,70
2118,51-64,Male,18,REP,1534,1162,1156,998
2119,51-64,Male,18,UNA,2247,1628,1530,1308
2120,51-64,Male,19,DEM,3997,3079,3102,2721
2121,51-64,Male,19,OTH,127,81,81,67
2122,51-64,Male,19,REP,1695,1285,1261,1080
2123,51-64,Male,19,UNA,2326,1603,1545,1266
2124,51-64,Male,20,DEM,5045,3897,3798,3347
2125,51-64,Male,20,OTH,146,80,78,61
2126,51-64,Male,20,REP,934,658,618,518
2127,51-64,Male,20,UNA,1877,1217,1166,921
2128,51-64,Male,21,DEM,4251,2937,2983,2576
2129,51-64,Male,21,OTH,311,100,97,79
2130,51-64,Male,21,REP,1593,1114,1066,940
2131,51-64,Male,21,UNA,1666,1042,1001,819
2132,51-64,Male,22,DEM,4926,3111,3266,2740
2133,51-64,Male,22,OTH,270,87,89,77
2134,51-64,Male,22,REP,695,390,368,307
2135,51-64,Male,22,UNA,1336,723,732,582
2136,51-64,Male,23,DEM,8617,6638,6821,6090
2137,51-64,Male,23,OTH,306,134,144,120
2138,51-64,Male,23,REP,1491,1009,1026,930
2139,51-64,Male,23,UNA,2074,1387,1404,1188
2140,51-64,Male,24,DEM,8217,5257,5437,4763
2141,51-64,Male,24,OTH,297,83,91,71
2142,51-64,Male,24,REP,661,356,356,288
2143,51-64,Male,24,UNA,1512,829,862,696
2144,51-64,Male,25,DEM,8888,5874,6104,5273
2145,51-64,Male,25,OTH,276,72,72,66
2146,51-64,Male,25,REP,583,300,303,248
2147,51-64,Male,25,UNA,1428,787,776,632
2148,51-64,Male,26,DEM,8439,5432,5637,4836
2149,51-64,Male,26,OTH,302,85,85,71
2150,51-64,Male,26,REP,751,405,395,330
2151,51-64,Male,26,UNA,1644,823,866,671
2152,51-64,Male,27A,DEM,2866,2227,2243,1981
2153,51-64,Male,27A,OTH,64,22,26,23
2154,51-64,Male,27A,REP,723,548,548,469
2155,51-64,Male,27A,UNA,702,442,439,355
2156,51-64,Male,27B,DEM,2225,1691,1670,1485
2157,51-64,Male,27B,OTH,103,50,41,45
2158,51-64,Male,27B,REP,1409,1162,1062,1017
2159,51-64,Male,27B,UNA,858,614,553,505
2160,51-64,Male,27C,DEM,1162,904,866,794
2161,51-64,Male,27C,OTH,63,45,38,32
2162,51-64,Male,27C,REP,2323,2009,1805,1801
2163,51-64,Male,27C,UNA,829,648,582,524
2164,51-64,Male,28,DEM,7184,5603,5632,4901
2165,51-64,Male,28,OTH,150,94,90,76
2166,51-64,Male,28,REP,3170,2538,2510,2245
2167,51-64,Male,28,UNA,2287,1583,1534,1294
2168,51-64,Male,29A,DEM,961,681,672,589
2169,51-64,Male,29A,OTH,63,40,42,38
2170,51-64,Male,29A,REP,2408,2072,1948,1759
2171,51-64,Male,29A,UNA,778,586,525,463
2172,51-64,Male,29B,DEM,970,687,699,582
2173,51-64,Male,29B,OTH,52,36,34,27
2174,51-64,Male,29B,REP,1257,1006,987,857
2175,51-64,Male,29B,UNA,666,458,445,357
2176,51-64,Male,29C,DEM,950,780,710,643
2177,51-64,Male,29C,OTH,52,38,35,26
2178,51-64,Male,29C,REP,2400,2078,1907,1769
2179,51-64,Male,29C,UNA,866,662,587,524
2180,51-64,Male,30A,DEM,2303,1819,1757,1538
2181,51-64,Male,30A,OTH,101,70,56,55
2182,51-64,Male,30A,REP,2377,1933,1864,1659
2183,51-64,Male,30A,UNA,1631,1193,1158,958
2184,51-64,Male,30B,DEM,954,763,727,636
2185,51-64,Male,30B,OTH,49,35,32,31
2186,51-64,Male,30B,REP,2071,1745,1715,1518
2187,51-64,Male,30B,UNA,925,696,665,570
2188,51-64,Male,31,DEM,2959,2274,2277,1999
2189,51-64,Male,31,OTH,169,117,107,92
2190,51-64,Male,31,REP,5992,4954,4939,4444
2191,51-64,Male,31,UNA,2597,1909,1857,1539
2192,51-64,Male,32,DEM,4066,2893,2900,2531
2193,51-64,Male,32,OTH,145,80,75,55
2194,51-64,Male,32,REP,2732,2042,2043,1750
2195,51-64,Male,32,UNA,2112,1365,1364,1064
2196,51-64,Male,33A,DEM,1167,935,932,822
2197,51-64,Male,33A,OTH,47,39,35,24
2198,51-64,Male,33A,REP,1024,829,831,743
2199,51-64,Male,33A,UNA,854,628,609,502
2200,51-64,Male,33B,DEM,1165,988,965,866
2201,51-64,Male,33B,OTH,70,49,47,39
2202,51-64,Male,33B,REP,1999,1700,1676,1493
2203,51-64,Male,33B,UNA,1105,882,855,717
2204,51-64,Male,33C,DEM,1063,919,895,814
2205,51-64,Male,33C,OTH,55,44,41,37
2206,51-64,Male,33C,REP,1781,1510,1511,1384
2207,51-64,Male,33C,UNA,1027,810,796,649
2208,51-64,Male,34A,DEM,2795,2040,2093,1813
2209,51-64,Male,34A,OTH,148,77,76,57
2210,51-64,Male,34A,REP,2538,2014,1972,1721
2211,51-64,Male,34A,UNA,1425,951,917,768
2212,51-64,Male,34B,DEM,909,708,722,657
2213,51-64,Male,34B,OTH,55,41,42,35
2214,51-64,Male,34B,REP,1999,1724,1704,1613
2215,51-64,Male,34B,UNA,831,626,611,541
2216,51-64,Male,35A,DEM,1341,1100,1091,986
2217,51-64,Male,35A,OTH,107,73,74,66
2218,51-64,Male,35A,REP,5346,4746,4653,4374
2219,51-64,Male,35A,UNA,1604,1247,1224,1040
2220,51-64,Male,35B,DEM,815,548,496,450
2221,51-64,Male,35B,OTH,73,50,44,43
2222,51-64,Male,35B,REP,2399,2001,1787,1670
2223,51-64,Male,35B,UNA,739,471,397,360
2224,51-64,Male,36,DEM,1951,1372,1254,1100
2225,51-64,Male,36,OTH,137,74,75,68
2226,51-64,Male,36,REP,4451,3697,3351,2991
2227,51-64,Male,36,UNA,1635,1074,979,812
2228,51-64,Male,37A,DEM,1469,820,829,680
2229,51-64,Male,37A,OTH,58,23,24,22
2230,51-64,Male,37A,REP,820,600,591,531
2231,51-64,Male,37A,UNA,499,254,252,197
2232,51-64,Male,37B,DEM,1915,1443,1349,1159
2233,51-64,Male,37B,OTH,121,79,73,65
2234,51-64,Male,37B,REP,4269,3641,3457,3174
2235,51-64,Male,37B,UNA,1431,986,940,776
2236,51-64,Male,38A,DEM,1075,703,717,600
2237,51-64,Male,38A,OTH,62,40,31,30
2238,51-64,Male,38A,REP,1947,1605,1531,1356
2239,51-64,Male,38A,UNA,581,368,339,297
2240,51-64,Male,38B,DEM,976,661,623,538
2241,51-64,Male,38B,OTH,37,22,19,13
2242,51-64,Male,38B,REP,1008,799,749,672
2243,51-64,Male,38B,UNA,501,327,313,257
2244,51-64,Male,38C,DEM,876,615,602,531
2245,51-64,Male,38C,OTH,106,71,56,53
2246,51-64,Male,38C,REP,2763,2248,2120,1912
2247,51-64,Male,38C,UNA,969,685,620,514
2248,51-64,Male,39,DEM,4474,3379,3394,2980
2249,51-64,Male,39,OTH,142,83,73,67
2250,51-64,Male,39,REP,1807,1357,1329,1173
2251,51-64,Male,39,UNA,2690,1852,1793,1469
2252,51-64,Male,40,DEM,6804,3222,3374,3154
2253,51-64,Male,40,OTH,187,67,61,55
2254,51-64,Male,40,REP,800,334,342,298
2255,51-64,Male,40,UNA,1291,521,487,440
2256,51-64,Male,41,DEM,6754,4097,4224,3844
2257,51-64,Male,41,OTH,126,49,50,47
2258,51-64,Male,41,REP,781,429,425,376
2259,51-64,Male,41,UNA,1211,549,556,463
2260,51-64,Male,42A,DEM,888,757,751,682
2261,51-64,Male,42A,OTH,58,42,41,35
2262,51-64,Male,42A,REP,2201,1919,1928,1793
2263,51-64,Male,42A,UNA,854,692,697,608
2264,51-64,Male,42B,DEM,1102,860,844,754
2265,51-64,Male,42B,OTH,47,31,28,24
2266,51-64,Male,42B,REP,1029,858,838,800
2267,51-64,Male,42B,UNA,650,485,467,399
2268,51-64,Male,42C,DEM,615,507,489,460
2269,51-64,Male,42C,OTH,57,37,31,32
2270,51-64,Male,42C,REP,2773,2380,2375,2224
2271,51-64,Male,42C,UNA,761,588,574,523
2272,51-64,Male,43A,DEM,4289,2521,2586,2372
2273,51-64,Male,43A,OTH,98,41,32,32
2274,51-64,Male,43A,REP,372,175,166,148
2275,51-64,Male,43A,UNA,800,360,376,325
2276,51-64,Male,43B,DEM,1169,953,966,870
2277,51-64,Male,43B,OTH,40,31,31,34
2278,51-64,Male,43B,REP,563,441,440,439
2279,51-64,Male,43B,UNA,515,383,384,327
2280,51-64,Male,44A,DEM,1033,701,701,640
2281,51-64,Male,44A,OTH,55,31,30,25
2282,51-64,Male,44A,REP,796,576,559,486
2283,51-64,Male,44A,UNA,532,317,317,234
2284,51-64,Male,44B,DEM,3824,2748,2767,2514
2285,51-64,Male,44B,OTH,113,52,51,44
2286,51-64,Male,44B,REP,1106,838,792,720
2287,51-64,Male,44B,UNA,1120,694,681,586
2288,51-64,Male,45,DEM,6507,3515,3587,3296
2289,51-64,Male,45,OTH,163,63,66,63
2290,51-64,Male,45,REP,880,410,410,356
2291,51-64,Male,45,UNA,1135,475,493,426
2292,51-64,Male,46,DEM,3903,2154,2133,1908
2293,51-64,Male,46,OTH,140,50,53,45
2294,51-64,Male,46,REP,1179,596,581,528
2295,51-64,Male,46,UNA,1368,605,553,456
2296,51-64,Male,47A,DEM,3364,1931,1961,1644
2297,51-64,Male,47A,OTH,168,58,49,40
2298,51-64,Male,47A,REP,348,187,177,133
2299,51-64,Male,47A,UNA,719,350,312,255
2300,51-64,Male,47B,DEM,918,529,515,460
2301,51-64,Male,47B,OTH,59,12,12,10
2302,51-64,Male,47B,REP,145,70,57,56
2303,51-64,Male,47B,UNA,242,112,102,70
2304,65+,Female,36,DEM,2028,1707,1647,1560
2305,65+,Female,36,OTH,46,36,33,32
2306,65+,Female,36,REP,2355,2049,2048,1928
2307,65+,Female,36,UNA,584,469,432,383
2308,65+,Female,01A,DEM,1326,1051,1039,970
2309,65+,Female,01A,OTH,39,29,29,32
2310,65+,Female,01A,REP,3233,2713,2705,2565
2311,65+,Female,01A,UNA,369,295,259,216
2312,65+,Female,01B,DEM,1913,1445,1446,1394
2313,65+,Female,01B,OTH,48,32,34,30
2314,65+,Female,01B,REP,2946,2414,2416,2362
2315,65+,Female,01B,UNA,496,340,319,283
2316,65+,Female,01C,DEM,1499,1159,1140,1095
2317,65+,Female,01C,OTH,36,20,23,21
2318,65+,Female,01C,REP,2732,2320,2266,2233
2319,65+,Female,01C,UNA,513,343,329,306
2320,65+,Female,02A,DEM,3233,2605,2575,2479
2321,65+,Female,02A,OTH,80,59,59,55
2322,65+,Female,02A,REP,4524,3895,3764,3680
2323,65+,Female,02A,UNA,1119,827,781,733
2324,65+,Female,02B,DEM,1465,1113,1111,1063
2325,65+,Female,02B,OTH,20,12,10,10
2326,65+,Female,02B,REP,1201,937,929,900
2327,65+,Female,02B,UNA,419,262,266,223
2328,65+,Female,03,DEM,5883,4809,4723,4317
2329,65+,Female,03,OTH,78,56,51,41
2330,65+,Female,03,REP,3250,2536,2564,2431
2331,65+,Female,03,UNA,1618,1140,1104,979
2332,65+,Female,04,DEM,5266,4478,4427,4238
2333,65+,Female,04,OTH,76,50,53,43
2334,65+,Female,04,REP,5645,4840,4823,4685
2335,65+,Female,04,UNA,1890,1488,1435,1283
2336,65+,Female,05,DEM,4854,4066,4135,3866
2337,65+,Female,05,OTH,116,80,87,88
2338,65+,Female,05,REP,6979,6024,6119,5879
2339,65+,Female,05,UNA,1692,1261,1265,1092
2340,65+,Female,06,DEM,5535,3792,4051,3911
2341,65+,Female,06,OTH,119,75,74,68
2342,65+,Female,06,REP,4023,3245,3292,3128
2343,65+,Female,06,UNA,1130,669,650,591
2344,65+,Female,07A,DEM,4838,3940,4047,3817
2345,65+,Female,07A,OTH,92,65,71,66
2346,65+,Female,07A,REP,4529,3893,3974,3842
2347,65+,Female,07A,UNA,1111,841,812,746
2348,65+,Female,07B,DEM,1879,1600,1633,1563
2349,65+,Female,07B,OTH,64,45,49,47
2350,65+,Female,07B,REP,2654,2340,2367,2269
2351,65+,Female,07B,UNA,577,471,455,408
2352,65+,Female,08,DEM,6139,4728,4881,4717
2353,65+,Female,08,OTH,102,61,68,61
2354,65+,Female,08,REP,3179,2524,2592,2524
2355,65+,Female,08,UNA,1105,724,743,661
2356,65+,Female,09A,DEM,3965,3348,3357,3213
2357,65+,Female,09A,OTH,87,61,63,59
2358,65+,Female,09A,REP,2861,2414,2480,2379
2359,65+,Female,09A,UNA,1330,1003,989,875
2360,65+,Female,09B,DEM,2549,2166,2183,2070
2361,65+,Female,09B,OTH,46,35,35,36
2362,65+,Female,09B,REP,1170,942,975,939
2363,65+,Female,09B,UNA,722,539,537,450
2364,65+,Female,10,DEM,9063,7586,7847,7531
2365,65+,Female,10,OTH,114,80,93,81
2366,65+,Female,10,REP,2006,1623,1697,1604
2367,65+,Female,10,UNA,1040,732,757,665
2368,65+,Female,11A,DEM,2863,2387,2436,2333
2369,65+,Female,11A,OTH,42,28,37,33
2370,65+,Female,11A,REP,483,362,388,365
2371,65+,Female,11A,UNA,345,231,231,200
2372,65+,Female,11B,DEM,7890,6834,6975,6676
2373,65+,Female,11B,OTH,116,89,95,90
2374,65+,Female,11B,REP,2950,2442,2518,2434
2375,65+,Female,11B,UNA,1239,942,950,827
2376,65+,Female,12A,DEM,5133,4313,4362,4162
2377,65+,Female,12A,OTH,80,59,62,55
2378,65+,Female,12A,REP,1446,1147,1174,1130
2379,65+,Female,12A,UNA,1044,780,755,677
2380,65+,Female,12B,DEM,1956,1403,1464,1354
2381,65+,Female,12B,OTH,32,12,16,10
2382,65+,Female,12B,REP,1118,818,869,793
2383,65+,Female,12B,UNA,456,270,278,247
2384,65+,Female,13,DEM,6412,5312,5387,5107
2385,65+,Female,13,OTH,88,57,57,54
2386,65+,Female,13,REP,2074,1659,1724,1643
2387,65+,Female,13,UNA,1572,1132,1134,970
2388,65+,Female,14,DEM,8923,7452,7557,7125
2389,65+,Female,14,OTH,111,64,76,70
2390,65+,Female,14,REP,2894,2281,2378,2256
2391,65+,Female,14,UNA,1941,1345,1396,1226
2392,65+,Female,15,DEM,7119,5833,5966,5617
2393,65+,Female,15,OTH,142,81,95,77
2394,65+,Female,15,REP,2421,1827,1927,1789
2395,65+,Female,15,UNA,2432,1583,1692,1450
2396,65+,Female,16,DEM,11440,9913,9715,9116
2397,65+,Female,16,OTH,136,88,98,84
2398,65+,Female,16,REP,2357,1802,1827,1744
2399,65+,Female,16,UNA,2580,1884,1871,1618
2400,65+,Female,17,DEM,7920,6314,6352,5874
2401,65+,Female,17,OTH,117,76,71,67
2402,65+,Female,17,REP,1979,1397,1469,1363
2403,65+,Female,17,UNA,2111,1316,1390,1204
2404,65+,Female,18,DEM,8351,6778,6767,6431
2405,65+,Female,18,OTH,102,64,72,60
2406,65+,Female,18,REP,1538,1122,1174,1107
2407,65+,Female,18,UNA,1548,1034,1059,911
2408,65+,Female,19,DEM,10426,8494,8495,7960
2409,65+,Female,19,OTH,132,83,96,79
2410,65+,Female,19,REP,2680,2036,2072,1940
2411,65+,Female,19,UNA,2288,1553,1561,1337
2412,65+,Female,20,DEM,7912,6384,6419,6093
2413,65+,Female,20,OTH,71,35,44,40
2414,65+,Female,20,REP,922,629,655,572
2415,65+,Female,20,UNA,1149,739,753,669
2416,65+,Female,21,DEM,7431,5638,5702,5278
2417,65+,Female,21,OTH,199,86,91,77
2418,65+,Female,21,REP,1805,1275,1352,1282
2419,65+,Female,21,UNA,1211,796,798,651
2420,65+,Female,22,DEM,7646,5541,5823,5581
2421,65+,Female,22,OTH,185,64,77,79
2422,65+,Female,22,REP,768,503,509,482
2423,65+,Female,22,UNA,773,485,499,407
2424,65+,Female,23,DEM,10946,8684,8959,8607
2425,65+,Female,23,OTH,234,109,112,113
2426,65+,Female,23,REP,1737,1228,1351,1293
2427,65+,Female,23,UNA,1057,699,722,658
2428,65+,Female,24,DEM,13433,10042,10413,9957
2429,65+,Female,24,OTH,228,74,82,77
2430,65+,Female,24,REP,684,423,462,418
2431,65+,Female,24,UNA,729,396,417,367
2432,65+,Female,25,DEM,13466,10087,10591,10159
2433,65+,Female,25,OTH,182,52,55,66
2434,65+,Female,25,REP,569,338,380,358
2435,65+,Female,25,UNA,564,307,337,288
2436,65+,Female,26,DEM,14196,10585,11176,10811
2437,65+,Female,26,OTH,232,72,84,74
2438,65+,Female,26,REP,947,566,605,572
2439,65+,Female,26,UNA,805,446,476,416
2440,65+,Female,27A,DEM,2835,2199,2254,2110
2441,65+,Female,27A,OTH,42,17,19,17
2442,65+,Female,27A,REP,667,504,520,500
2443,65+,Female,27A,UNA,284,184,185,175
2444,65+,Female,27B,DEM,3062,2432,2449,2342
2445,65+,Female,27B,OTH,67,33,37,32
2446,65+,Female,27B,REP,1360,1068,1077,1049
2447,65+,Female,27B,UNA,468,366,339,311
2448,65+,Female,27C,DEM,2066,1753,1739,1665
2449,65+,Female,27C,OTH,26,19,23,21
2450,65+,Female,27C,REP,1774,1542,1482,1489
2451,65+,Female,27C,UNA,458,359,329,312
2452,65+,Female,28,DEM,7839,6256,6396,5933
2453,65+,Female,28,OTH,71,36,40,36
2454,65+,Female,28,REP,2989,2432,2494,2368
2455,65+,Female,28,UNA,1129,763,763,663
2456,65+,Female,29A,DEM,1736,1387,1400,1329
2457,65+,Female,29A,OTH,33,22,20,18
2458,65+,Female,29A,REP,1883,1620,1582,1511
2459,65+,Female,29A,UNA,439,319,315,269
2460,65+,Female,29B,DEM,1443,1118,1173,1075
2461,65+,Female,29B,OTH,28,16,16,13
2462,65+,Female,29B,REP,910,744,746,690
2463,65+,Female,29B,UNA,352,247,232,194
2464,65+,Female,29C,DEM,1927,1623,1581,1493
2465,65+,Female,29C,OTH,41,29,24,26
2466,65+,Female,29C,REP,1873,1593,1502,1463
2467,65+,Female,29C,UNA,580,432,391,345
2468,65+,Female,30A,DEM,6215,5387,5351,5005
2469,65+,Female,30A,OTH,76,56,60,56
2470,65+,Female,30A,REP,3083,2560,2648,2491
2471,65+,Female,30A,UNA,1567,1284,1231,1059
2472,65+,Female,30B,DEM,2253,1899,1930,1793
2473,65+,Female,30B,OTH,50,38,35,32
2474,65+,Female,30B,REP,1882,1585,1607,1509
2475,65+,Female,30B,UNA,693,545,532,466
2476,65+,Female,31,DEM,4973,3981,4059,3823
2477,65+,Female,31,OTH,82,57,57,53
2478,65+,Female,31,REP,5396,4495,4591,4376
2479,65+,Female,31,UNA,1588,1187,1188,1023
2480,65+,Female,32,DEM,5122,3899,4025,3751
2481,65+,Female,32,OTH,88,54,57,50
2482,65+,Female,32,REP,2688,2087,2174,2033
2483,65+,Female,32,UNA,1188,749,774,660
2484,65+,Female,33A,DEM,1702,1390,1391,1268
2485,65+,Female,33A,OTH,30,19,19,16
2486,65+,Female,33A,REP,950,766,785,747
2487,65+,Female,33A,UNA,514,379,383,317
2488,65+,Female,33B,DEM,2099,1828,1857,1743
2489,65+,Female,33B,OTH,28,20,19,18
2490,65+,Female,33B,REP,1965,1672,1721,1638
2491,65+,Female,33B,UNA,645,534,536,473
2492,65+,Female,33C,DEM,2223,1932,1952,1857
2493,65+,Female,33C,OTH,38,27,27,20
2494,65+,Female,33C,REP,1733,1487,1514,1472
2495,65+,Female,33C,UNA,653,535,519,467
2496,65+,Female,34A,DEM,3978,3184,3257,3011
2497,65+,Female,34A,OTH,82,54,49,44
2498,65+,Female,34A,REP,2538,2108,2129,1997
2499,65+,Female,34A,UNA,972,705,677,565
2500,65+,Female,34B,DEM,1976,1628,1645,1550
2501,65+,Female,34B,OTH,40,30,28,28
2502,65+,Female,34B,REP,2287,1996,2018,1948
2503,65+,Female,34B,UNA,607,476,474,412
2504,65+,Female,35A,DEM,3233,2745,2808,2651
2505,65+,Female,35A,OTH,80,61,58,57
2506,65+,Female,35A,REP,5316,4723,4769,4602
2507,65+,Female,35A,UNA,1120,898,905,810
2508,65+,Female,35B,DEM,1426,1068,1033,996
2509,65+,Female,35B,OTH,38,27,27,26
2510,65+,Female,35B,REP,2105,1779,1685,1644
2511,65+,Female,35B,UNA,512,359,337,297
2512,65+,Female,36,DEM,4691,3805,3721,3435
2513,65+,Female,36,OTH,101,68,65,60
2514,65+,Female,36,REP,4577,3885,3766,3502
2515,65+,Female,36,UNA,1409,1029,956,813
2516,65+,Female,37A,DEM,2596,1920,1986,1913
2517,65+,Female,37A,OTH,29,14,19,17
2518,65+,Female,37A,REP,990,786,808,752
2519,65+,Female,37A,UNA,354,188,205,165
2520,65+,Female,37B,DEM,5601,4635,4668,4317
2521,65+,Female,37B,OTH,107,79,79,74
2522,65+,Female,37B,REP,5720,4967,4973,4709
2523,65+,Female,37B,UNA,1553,1209,1132,1005
2524,65+,Female,38A,DEM,2499,1959,2035,1919
2525,65+,Female,38A,OTH,60,43,41,36
2526,65+,Female,38A,REP,2338,1995,1985,1906
2527,65+,Female,38A,UNA,527,387,361,306
2528,65+,Female,38B,DEM,1988,1612,1628,1557
2529,65+,Female,38B,OTH,41,28,27,22
2530,65+,Female,38B,REP,1758,1485,1484,1394
2531,65+,Female,38B,UNA,513,375,345,321
2532,65+,Female,38C,DEM,2788,2282,2256,2099
2533,65+,Female,38C,OTH,93,72,73,67
2534,65+,Female,38C,REP,3704,3121,3155,2932
2535,65+,Female,38C,UNA,954,721,712,619
2536,65+,Female,39,DEM,5850,4516,4641,4347
2537,65+,Female,39,OTH,116,66,61,43
2538,65+,Female,39,REP,1737,1277,1313,1194
2539,65+,Female,39,UNA,1584,1006,1007,857
2540,65+,Female,40,DEM,9288,5707,6278,6305
2541,65+,Female,40,OTH,50,22,21,24
2542,65+,Female,40,REP,534,285,304,279
2543,65+,Female,40,UNA,502,202,228,209
2544,65+,Female,41,DEM,13165,9677,10213,9963
2545,65+,Female,41,OTH,63,31,35,31
2546,65+,Female,41,REP,878,568,589,546
2547,65+,Female,41,UNA,764,398,411,354
2548,65+,Female,42A,DEM,2533,2237,2255,2132
2549,65+,Female,42A,OTH,73,54,55,57
2550,65+,Female,42A,REP,2506,2173,2254,2190
2551,65+,Female,42A,UNA,739,606,604,560
2552,65+,Female,42B,DEM,2292,1916,1990,1902
2553,65+,Female,42B,OTH,50,36,38,30
2554,65+,Female,42B,REP,1476,1222,1287,1258
2555,65+,Female,42B,UNA,499,376,394,328
2556,65+,Female,42C,DEM,1458,1233,1241,1183
2557,65+,Female,42C,OTH,36,29,28,27
2558,65+,Female,42C,REP,2602,2267,2288,2242
2559,65+,Female,42C,UNA,575,441,427,391
2560,65+,Female,43A,DEM,8025,5965,6288,6208
2561,65+,Female,43A,OTH,43,22,21,22
2562,65+,Female,43A,REP,353,213,224,216
2563,65+,Female,43A,UNA,445,257,267,239
2564,65+,Female,43B,DEM,2424,2047,2104,2017
2565,65+,Female,43B,OTH,36,26,26,30
2566,65+,Female,43B,REP,728,575,613,598
2567,65+,Female,43B,UNA,341,245,261,225
2568,65+,Female,44A,DEM,2286,1852,1887,1790
2569,65+,Female,44A,OTH,66,39,48,44
2570,65+,Female,44A,REP,1164,922,933,894
2571,65+,Female,44A,UNA,402,267,268,236
2572,65+,Female,44B,DEM,7247,6019,6295,6093
2573,65+,Female,44B,OTH,63,48,49,45
2574,65+,Female,44B,REP,1196,974,1012,958
2575,65+,Female,44B,UNA,611,396,411,350
2576,65+,Female,45,DEM,9908,6725,7241,7116
2577,65+,Female,45,OTH,63,34,31,34
2578,65+,Female,45,REP,775,458,500,469
2579,65+,Female,45,UNA,503,244,254,237
2580,65+,Female,46,DEM,5006,3085,3206,3119
2581,65+,Female,46,OTH,49,20,20,21
2582,65+,Female,46,REP,830,495,532,501
2583,65+,Female,46,UNA,526,266,271,217
2584,65+,Female,47A,DEM,5559,3829,4118,3912
2585,65+,Female,47A,OTH,109,37,37,34
2586,65+,Female,47A,REP,313,193,208,192
2587,65+,Female,47A,UNA,325,179,200,166
2588,65+,Female,47B,DEM,1502,1035,1093,1052
2589,65+,Female,47B,OTH,49,9,10,10
2590,65+,Female,47B,REP,143,79,84,83
2591,65+,Female,47B,UNA,147,84,67,71
2592,65+,Male,36,DEM,1352,1136,1090,1010
2593,65+,Male,36,OTH,44,30,31,28
2594,65+,Male,36,REP,2331,2048,2029,1929
2595,65+,Male,36,UNA,683,563,514,453
2596,65+,Male,01A,DEM,876,715,693,636
2597,65+,Male,01A,OTH,38,30,29,29
2598,65+,Male,01A,REP,2884,2501,2443,2296
2599,65+,Male,01A,UNA,443,353,323,287
2600,65+,Male,01B,DEM,1221,978,946,913
2601,65+,Male,01B,OTH,52,35,33,34
2602,65+,Male,01B,REP,2427,2089,1987,1958
2603,65+,Male,01B,UNA,540,395,377,343
2604,65+,Male,01C,DEM,968,752,740,732
2605,65+,Male,01C,OTH,35,20,23,21
2606,65+,Male,01C,REP,2405,2118,2032,1975
2607,65+,Male,01C,UNA,523,385,359,324
2608,65+,Male,02A,DEM,2200,1850,1774,1708
2609,65+,Male,02A,OTH,65,48,46,43
2610,65+,Male,02A,REP,4171,3660,3497,3452
2611,65+,Male,02A,UNA,1190,953,896,839
2612,65+,Male,02B,DEM,970,719,700,665
2613,65+,Male,02B,OTH,30,13,13,12
2614,65+,Male,02B,REP,975,764,724,702
2615,65+,Male,02B,UNA,390,260,244,222
2616,65+,Male,03,DEM,3570,2947,2840,2599
2617,65+,Male,03,OTH,63,46,42,32
2618,65+,Male,03,REP,2760,2193,2213,2119
2619,65+,Male,03,UNA,1543,1150,1110,973
2620,65+,Male,04,DEM,3534,3053,2974,2818
2621,65+,Male,04,OTH,81,56,52,49
2622,65+,Male,04,REP,5733,4990,4956,4796
2623,65+,Male,04,UNA,2217,1798,1738,1555
2624,65+,Male,05,DEM,3080,2646,2674,2496
2625,65+,Male,05,OTH,135,103,105,97
2626,65+,Male,05,REP,6120,5392,5420,5153
2627,65+,Male,05,UNA,1739,1422,1411,1263
2628,65+,Male,06,DEM,3663,2653,2717,2571
2629,65+,Male,06,OTH,115,75,69,63
2630,65+,Male,06,REP,3688,2965,2967,2796
2631,65+,Male,06,UNA,1213,776,790,699
2632,65+,Male,07A,DEM,3093,2569,2597,2487
2633,65+,Male,07A,OTH,107,84,85,78
2634,65+,Male,07A,REP,3852,3387,3366,3234
2635,65+,Male,07A,UNA,1172,940,907,831
2636,65+,Male,07B,DEM,1220,1070,1079,1010
2637,65+,Male,07B,OTH,45,40,37,36
2638,65+,Male,07B,REP,2462,2231,2238,2132
2639,65+,Male,07B,UNA,644,546,549,492
2640,65+,Male,08,DEM,3794,2887,2952,2744
2641,65+,Male,08,OTH,117,83,81,75
2642,65+,Male,08,REP,2735,2191,2195,2166
2643,65+,Male,08,UNA,1129,798,780,700
2644,65+,Male,09A,DEM,2998,2510,2565,2444
2645,65+,Male,09A,OTH,86,67,71,69
2646,65+,Male,09A,REP,2969,2582,2660,2522
2647,65+,Male,09A,UNA,1661,1333,1312,1200
2648,65+,Male,09B,DEM,1662,1423,1445,1381
2649,65+,Male,09B,OTH,48,32,30,31
2650,65+,Male,09B,REP,1060,908,928,889
2651,65+,Male,09B,UNA,755,578,580,514
2652,65+,Male,10,DEM,5691,4731,4865,4545
2653,65+,Male,10,OTH,116,77,84,75
2654,65+,Male,10,REP,1923,1582,1606,1548
2655,65+,Male,10,UNA,1212,896,907,777
2656,65+,Male,11A,DEM,1543,1299,1320,1221
2657,65+,Male,11A,OTH,29,22,21,22
2658,65+,Male,11A,REP,494,410,421,383
2659,65+,Male,11A,UNA,363,261,256,228
2660,65+,Male,11B,DEM,4925,4337,4297,4116
2661,65+,Male,11B,OTH,127,99,96,90
