year,month,county,inactive
2017,01,GARRETT,913
2017,01,HARFORD,5711
2017,01,HOWARD,8838
2017,01,KENT,580
2017,01,MONTGOMERY,44672
2017,01,PR. GEORGE'S,25745
2017,01,QUEEN ANNE'S,1136
2017,01,ST. MARY'S,2793
2017,01,SOMERSET,976
2017,01,TALBOT,990
2017,01,WASHINGTON,5533
2017,01,WICOMICO,2575
2017,01,WORCESTER,1333
2017,08,ALLEGANY,2768
2017,08,ANNE ARUNDEL,18507
2017,08,BALTIMORE CITY,24859
2017,08,BALTIMORE CO.,25206
2017,08,CALVERT,3903
2017,08,CAROLINE,973
2017,08,CARROLL,6501
2017,08,CECIL,7003
2017,08,CHARLES,6838
2017,08,DORCHESTER,1343
2017,08,FREDERICK,10184
2017,08,GARRETT,1224
2017,08,HARFORD,8893
2017,08,HOWARD,12751
2017,08,KENT,781
2017,08,MONTGOMERY,76422
2017,08,PR. GEORGE'S,39592
2017,08,QUEEN ANNE'S,1806
2017,08,ST. MARY'S,5299
2017,08,SOMERSET,1117
2017,08,TALBOT,1308
2017,08,WASHINGTON,8492
2017,08,WICOMICO,3626
2017,08,WORCESTER,2083
2006,08,ALLEGANY,2396
2006,08,ANNE ARUNDEL,16896
2006,08,BALTIMORE CITY,20054
2006,08,BALTIMORE CO.,29595
2006,08,CALVERT,5529
2006,08,CAROLINE,816
2006,08,CARROLL,6647
2006,08,CECIL,4531
2006,08,CHARLES,4012
2006,08,DORCHESTER,780
2006,08,FREDERICK,15076
2006,08,GARRETT,394
2006,08,HARFORD,10636
2006,08,HOWARD,14993
2006,08,KENT,80
2006,08,MONTGOMERY,35185
2006,08,PR. GEORGE'S,32281
2006,08,QUEEN ANNE'S,889
2006,08,ST. MARY'S,2411
2006,08,SOMERSET,929
2006,08,TALBOT,1119
2006,08,WASHINGTON,6075
2006,08,WICOMICO,2473
2006,08,WORCESTER,2316
2008,02,ALLEGANY,2375
2008,02,ANNE ARUNDEL,29446
2008,02,BALTIMORE CITY,17560
2008,02,BALTIMORE CO.,22823
2008,02,CALVERT,4241
2008,02,CAROLINE,1332
2008,02,CARROLL,5230
2008,02,CECIL,3248
2008,02,CHARLES,6439
2008,02,DORCHESTER,1274
2008,02,FREDERICK,10778
2008,02,GARRETT,1075
2008,02,HARFORD,10452
2008,02,HOWARD,18057
2008,02,KENT,247
2008,02,MONTGOMERY,53232
2008,02,PR. GEORGE'S,13321
2008,02,QUEEN ANNE'S,1399
2008,02,ST. MARY'S,4009
2008,02,SOMERSET,507
2008,02,TALBOT,1664
2008,02,WASHINGTON,7006
2008,02,WICOMICO,3203
2008,02,WORCESTER,2548
2022,02,ALLEGANY,2803
2022,02,ANNE ARUNDEL,28064
2022,02,BALTIMORE CITY,23948
2022,02,BALTIMORE CO.,35807
2022,02,CALVERT,5357
2022,02,CAROLINE,1131
2022,02,CARROLL,6507
2022,02,CECIL,5051
2022,02,CHARLES,8734
2022,02,DORCHESTER,937
2022,02,FREDERICK,12158
2022,02,GARRETT,1110
2022,02,HARFORD,11945
2022,02,HOWARD,13063
2022,02,KENT,799
2022,02,MONTGOMERY,67519
2022,02,PR. GEORGE'S,33074
2022,02,QUEEN ANNE'S,1754
2022,02,ST. MARY'S,6628
2022,02,SOMERSET,501
2022,02,TALBOT,1248
2022,02,WASHINGTON,9660
2022,02,WICOMICO,4059
2022,02,WORCESTER,2735
2019,04,ALLEGANY,2086
2019,04,ANNE ARUNDEL,18288
2019,04,BALTIMORE CITY,16816
2019,04,BALTIMORE CO.,19423
2019,04,CALVERT,2878
2019,04,CAROLINE,707
2019,04,CARROLL,5064
2019,04,CECIL,5100
2019,04,CHARLES,6023
2019,04,DORCHESTER,873
2019,04,FREDERICK,9224
2019,04,GARRETT,913
2019,04,HARFORD,7753
2019,04,HOWARD,8805
2019,04,KENT,626
2019,04,MONTGOMERY,55398
2019,04,PR. GEORGE'S,26926
2019,04,QUEEN ANNE'S,1388
2019,04,ST. MARY'S,5898
2019,04,SOMERSET,433
2019,04,TALBOT,1004
2019,04,WASHINGTON,7100
2019,04,WICOMICO,2897
2019,04,WORCESTER,2131
2024,04,ALLEGANY,3518
2024,04,ANNE ARUNDEL,33614
2024,04,BALTIMORE CITY,25657
2024,04,BALTIMORE CO.,33118
2024,04,CALVERT,5591
2024,04,CAROLINE,1445
2024,04,CARROLL,7040
2024,04,CECIL,5653
2024,04,CHARLES,10111
2024,04,DORCHESTER,1067
2024,04,FREDERICK,15050
2024,04,GARRETT,1250
2024,04,HARFORD,12761
2024,04,HOWARD,14982
2024,04,KENT,846
2024,04,MONTGOMERY,65682
2024,04,PR. GEORGE'S,42378
2024,04,QUEEN ANNE'S,2165
2024,04,ST. MARY'S,7841
2024,04,SOMERSET,527
2024,04,TALBOT,1724
2024,04,WASHINGTON,10946
2024,04,WICOMICO,4700
2024,04,WORCESTER,3011
2023,11,ALLEGANY,2792
2023,11,ANNE ARUNDEL,31733
2023,11,BALTIMORE CITY,25767
2023,11,BALTIMORE CO.,33224
2023,11,CALVERT,5538
2023,11,CAROLINE,1401
2023,11,CARROLL,6997
2023,11,CECIL,5469
2023,11,CHARLES,10149
2023,11,DORCHESTER,1056
2023,11,FREDERICK,14912
2023,11,GARRETT,1097
2023,11,HARFORD,12764
2023,11,HOWARD,14996
2023,11,KENT,849
2023,11,MONTGOMERY,66202
2023,11,PR. GEORGE'S,42730
2023,11,QUEEN ANNE'S,2111
2023,11,ST. MARY'S,7595
2023,11,SOMERSET,503
2023,11,TALBOT,1545
2023,11,WASHINGTON,10838
2023,11,WICOMICO,4559
2023,11,WORCESTER,2996
2012,11,ALLEGANY,3031
2012,11,ANNE ARUNDEL,23244
2012,11,BALTIMORE CITY,16989
2012,11,BALTIMORE CO.,42228
2012,11,CALVERT,3561
2012,11,CAROLINE,1381
2012,11,CARROLL,5668
2012,11,CECIL,7191
2012,11,CHARLES,7929
2012,11,DORCHESTER,1194
2012,11,FREDERICK,7636
2012,11,GARRETT,1165
2012,11,HARFORD,7394
2012,11,HOWARD,19436
2012,11,KENT,974
2012,11,MONTGOMERY,34129
2012,11,PR. GEORGE'S,11755
2012,11,QUEEN ANNE'S,1231
2012,11,ST. MARY'S,5106
2012,11,SOMERSET,795
2012,11,TALBOT,2782
2012,11,WASHINGTON,7872
2012,11,WICOMICO,4101
2012,11,WORCESTER,2463
2016,10,ALLEGANY,2739
2016,10,ANNE ARUNDEL,24699
2016,10,BALTIMORE CITY,40205
2016,10,BALTIMORE CO.,29153
2016,10,CALVERT,4545
2016,10,CAROLINE,1212
2016,10,CARROLL,5542
2016,10,CECIL,6362
2016,10,CHARLES,7022
2016,10,DORCHESTER,1308
2016,10,FREDERICK,10239
2016,10,GARRETT,1069
2016,10,HARFORD,9234
2016,10,HOWARD,11694
2016,10,KENT,860
2016,10,MONTGOMERY,59397
2016,10,PR. GEORGE'S,59229
2016,10,QUEEN ANNE'S,2029
2016,10,ST. MARY'S,5406
2016,10,SOMERSET,1509
2016,10,TALBOT,1458
2016,10,WASHINGTON,7332
2016,10,WICOMICO,4907
2016,10,WORCESTER,2856
2013,01,ALLEGANY,2160
2013,01,ANNE ARUNDEL,12984
2013,01,BALTIMORE CITY,12731
2013,01,BALTIMORE CO.,18940
2013,01,CALVERT,3037
2013,01,CAROLINE,1325
2013,01,CARROLL,3353
2013,01,CECIL,3153
2013,01,CHARLES,3629
2013,01,DORCHESTER,1084
2013,01,FREDERICK,7148
2013,01,GARRETT,735
2013,01,HARFORD,5875
2013,01,HOWARD,7458
2013,01,KENT,711
2013,01,MONTGOMERY,29473
2013,01,PR. GEORGE'S,6301
2013,01,QUEEN ANNE'S,1217
2013,01,ST. MARY'S,2002
2013,01,SOMERSET,1355
2013,01,TALBOT,2820
2013,01,WASHINGTON,4539
2013,01,WICOMICO,2958
2013,01,WORCESTER,2050
2014,10,ALLEGANY,2788
2014,10,ANNE ARUNDEL,30376
2014,10,BALTIMORE CITY,41007
2014,10,BALTIMORE CO.,36821
2014,10,CALVERT,4211
2014,10,CAROLINE,1761
2014,10,CARROLL,5585
2014,10,CECIL,6226
2014,10,CHARLES,7341
2014,10,DORCHESTER,1448
2014,10,FREDERICK,10802
2014,10,GARRETT,982
2014,10,HARFORD,7974
2014,10,HOWARD,11855
2014,10,KENT,892
2014,10,MONTGOMERY,43464
2014,10,PR. GEORGE'S,55970
2014,10,QUEEN ANNE'S,1631
2014,10,ST. MARY'S,5434
2014,10,SOMERSET,1550
2014,10,TALBOT,1875
2014,10,WASHINGTON,6298
2014,10,WICOMICO,5750
2014,10,WORCESTER,4162
2023,08,ALLEGANY,2656
2023,08,ANNE ARUNDEL,29339
2023,08,BALTIMORE CITY,23679
2023,08,BALTIMORE CO.,31293
2023,08,CALVERT,5197
2023,08,CAROLINE,1320
2023,08,CARROLL,6343
2023,08,CECIL,5069
2023,08,CHARLES,9307
2023,08,DORCHESTER,992
2023,08,FREDERICK,13797
2023,08,GARRETT,1033
2023,08,HARFORD,11905
2023,08,HOWARD,13827
2023,08,KENT,774
2023,08,MONTGOMERY,62450
2023,08,PR. GEORGE'S,40097
2023,08,QUEEN ANNE'S,1961
2023,08,ST. MARY'S,7273
2023,08,SOMERSET,479
2023,08,TALBOT,1438
2023,08,WASHINGTON,10409
2023,08,WICOMICO,4191
2023,08,WORCESTER,2774
2018,11,ALLEGANY,3187
2018,11,ANNE ARUNDEL,20977
2018,11,BALTIMORE CITY,25010
2018,11,BALTIMORE CO.,26059
2018,11,CALVERT,2846
2018,11,CAROLINE,985
2018,11,CARROLL,7017
2018,11,CECIL,7009
2018,11,CHARLES,7078
2018,11,DORCHESTER,1260
2018,11,FREDERICK,10360
2018,11,GARRETT,1311
2018,11,HARFORD,8995
2018,11,HOWARD,13317
2018,11,KENT,811
2018,11,MONTGOMERY,78077
2018,11,PR. GEORGE'S,40008
2018,11,QUEEN ANNE'S,1968
2018,11,ST. MARY'S,5782
2018,11,SOMERSET,840
2018,11,TALBOT,1397
2018,11,WASHINGTON,8979
2018,11,WICOMICO,3810
2018,11,WORCESTER,2243
2018,12,ALLEGANY,1789
2018,12,ANNE ARUNDEL,13927
2018,12,BALTIMORE CITY,2509
2018,12,BALTIMORE CO.,26917
2018,12,CALVERT,2100
2018,12,CAROLINE,693
2018,12,CARROLL,4117
2018,12,CECIL,4624
2018,12,CHARLES,4511
2018,12,DORCHESTER,789
2018,12,FREDERICK,9911
2018,12,GARRETT,739
2018,12,HARFORD,5654
2018,12,HOWARD,12234
2018,12,KENT,583
2018,12,MONTGOMERY,44407
2018,12,PR. GEORGE'S,40516
2018,12,QUEEN ANNE'S,2043
2018,12,ST. MARY'S,6350
2018,12,SOMERSET,394
2018,12,TALBOT,982
2018,12,WASHINGTON,8267
2018,12,WICOMICO,2021
2018,12,WORCESTER,1714
2009,09,ALLEGANY,3066
2009,09,ANNE ARUNDEL,24355
2009,09,"BALTIMORE
 C
ITY",21391
2009,09,"BALTIMORE
 C
O.",25399
2009,09,CALVERT,5426
2009,09,CAROLINE,935
2009,09,CARROLL,6122
2009,09,CECIL,6104
2009,09,CHARLES,7111
2009,09,DORCHESTER,1195
2009,09,FREDERICK,14168
2009,09,GARRETT,1417
2009,09,HARFORD,7485
2009,09,HOWARD,14304
2009,09,KENT,777
2009,09,MONTGOMERY,46819
2009,09,PR. GEORGE'S,10289
2009,09,QUEEN ANNE'S,2337
2009,09,ST. MARY'S,4793
2009,09,SOMERSET,894
2009,09,TALBOT,3412
2009,09,WASHINGTON,6892
2009,09,WICOMICO,4348
2009,09,WORCESTER,2985
2006,10,ALLEGANY,2358
2006,10,ANNE ARUNDEL,16463
2006,10,BALTIMORE CITY,19517
2006,10,BALTIMORE CO.,28516
2006,10,CALVERT,5333
2006,10,CAROLINE,806
2006,10,CARROLL,6567
2006,10,CECIL,4442
2006,10,CHARLES,3908
2006,10,DORCHESTER,793
2006,10,FREDERICK,14923
2006,10,GARRETT,385
2006,10,HARFORD,10363
2006,10,HOWARD,15333
2006,10,KENT,80
2006,10,MONTGOMERY,35028
2006,10,PR. GEORGE'S,30623
2006,10,QUEEN ANNE'S,859
2006,10,ST. MARY'S,2298
2006,10,SOMERSET,914
2006,10,TALBOT,1090
2006,10,WASHINGTON,5983
2006,10,WICOMICO,2407
2006,10,WORCESTER,2261
2017,05,ALLEGANY,2282
2017,05,ANNE ARUNDEL,13865
2017,05,BALTIMORE CITY,20904
2017,05,BALTIMORE CO.,20422
2017,05,CALVERT,3370
2017,05,CAROLINE,783
2017,05,CARROLL,5400
2017,05,CECIL,5962
2017,05,CHARLES,5433
2017,05,DORCHESTER,1223
2017,05,FREDERICK,8273
2017,05,GARRETT,972
2017,05,HARFORD,7472
2017,05,HOWARD,10531
2017,05,KENT,667
2017,05,MONTGOMERY,69398
2017,05,PR. GEORGE'S,29801
2017,05,QUEEN ANNE'S,1468
2017,05,ST. MARY'S,4512
2017,05,SOMERSET,967
2017,05,TALBOT,1056
2017,05,WASHINGTON,7177
2017,05,WICOMICO,2998
2017,05,WORCESTER,1690
2013,07,ALLEGANY,3048
2013,07,ANNE ARUNDEL,22453
2013,07,BALTIMORE CITY,38047
2013,07,BALTIMORE CO.,30986
2013,07,CALVERT,3634
2013,07,CAROLINE,1273
2013,07,CARROLL,4153
2013,07,CECIL,5364
2013,07,CHARLES,6874
2013,07,DORCHESTER,1418
2013,07,FREDERICK,7928
2013,07,GARRETT,1007
2013,07,HARFORD,7526
2013,07,HOWARD,10113
2013,07,KENT,656
2013,07,MONTGOMERY,37715
2013,07,PR. GEORGE'S,18887
2013,07,QUEEN ANNE'S,810
2013,07,ST. MARY'S,3663
2013,07,SOMERSET,1163
2013,07,TALBOT,1502
2013,07,WASHINGTON,6760
2013,07,WICOMICO,3256
2013,07,WORCESTER,2484
2008,07,ALLEGANY,2822
2008,07,ANNE ARUNDEL,27681
2008,07,BALTIMORE CITY,16938
2008,07,BALTIMORE CO.,21356
2008,07,CALVERT,4019
2008,07,CAROLINE,1364
2008,07,CARROLL,5468
2008,07,CECIL,3221
2008,07,CHARLES,6248
2008,07,DORCHESTER,1444
2008,07,FREDERICK,11250
2008,07,GARRETT,1029
2008,07,HARFORD,10386
2008,07,HOWARD,17334
2008,07,KENT,205
2008,07,MONTGOMERY,51551
2008,07,PR. GEORGE'S,13622
2008,07,QUEEN ANNE'S,2028
2008,07,ST. MARY'S,3933
2008,07,SOMERSET,752
2008,07,TALBOT,4051
2008,07,WASHINGTON,6841
2008,07,WICOMICO,4298
2008,07,WORCESTER,3379
2012,07,ALLEGANY,3521
2012,07,ANNE ARUNDEL,24692
2012,07,BALTIMORE CITY,21494
2012,07,BALTIMORE CO.,51315
2012,07,CALVERT,4363
2012,07,CAROLINE,1656
2012,07,CARROLL,6450
2012,07,CECIL,7802
2012,07,CHARLES,9279
2012,07,DORCHESTER,1441
2012,07,FREDERICK,9054
2012,07,GARRETT,1307
2012,07,HARFORD,8598
2012,07,HOWARD,22344
2012,07,KENT,1134
2012,07,MONTGOMERY,39125
2012,07,PR. GEORGE'S,10511
2012,07,QUEEN ANNE'S,1468
2012,07,ST. MARY'S,5601
2012,07,SOMERSET,1044
2012,07,TALBOT,3299
2012,07,WASHINGTON,9018
2012,07,WICOMICO,5253
2012,07,WORCESTER,2965
2018,06,ALLEGANY,2975
2018,06,ANNE ARUNDEL,20564
2018,06,BALTIMORE CITY,26352
2018,06,BALTIMORE CO.,26733
2018,06,CALVERT,4220
2018,06,CAROLINE,1024
2018,06,CARROLL,7103
2018,06,CECIL,7279
2018,06,CHARLES,7659
2018,06,DORCHESTER,1323
2018,06,FREDERICK,11338
2018,06,GARRETT,1311
2018,06,HARFORD,9314
2018,06,HOWARD,13921
2018,06,KENT,825
2018,06,MONTGOMERY,80686
2018,06,PR. GEORGE'S,42827
2018,06,QUEEN ANNE'S,2080
2018,06,ST. MARY'S,5744
2018,06,SOMERSET,1041
2018,06,TALBOT,1435
2018,06,WASHINGTON,8932
2018,06,WICOMICO,3990
2018,06,WORCESTER,2282
2007,12,ALLEGANY,2425
2007,12,ANNE ARUNDEL,30299
2007,12,BALTIMORE CITY,17795
2007,12,BALTIMORE CO.,23389
2007,12,CALVERT,4320
2007,12,CAROLINE,1352
2007,12,CARROLL,5339
2007,12,CECIL,3300
2007,12,CHARLES,6728
2007,12,DORCHESTER,1013
2007,12,FREDERICK,11022
2007,12,GARRETT,1103
2007,12,HARFORD,10387
2007,12,HOWARD,18468
2007,12,KENT,265
2007,12,MONTGOMERY,54076
2007,12,PR. GEORGE'S,12526
2007,12,QUEEN ANNE'S,1199
2007,12,ST. MARY'S,4091
2007,12,SOMERSET,410
2007,12,TALBOT,1695
2007,12,WASHINGTON,7144
2007,12,WICOMICO,3294
2007,12,WORCESTER,2671
2014,06,ALLEGANY,2854
2014,06,ANNE ARUNDEL,30258
2014,06,BALTIMORE CITY,38756
2014,06,BALTIMORE CO.,37577
2014,06,CALVERT,3937
2014,06,CAROLINE,1428
2014,06,CARROLL,4179
2014,06,CECIL,5919
2014,06,CHARLES,7188
2014,06,DORCHESTER,1303
2014,06,FREDERICK,11162
2014,06,GARRETT,1019
2014,06,HARFORD,7798
2014,06,HOWARD,11035
2014,06,KENT,779
2014,06,MONTGOMERY,43303
2014,06,PR. GEORGE'S,33047
2014,06,QUEEN ANNE'S,1640
2014,06,ST. MARY'S,5060
2014,06,SOMERSET,1222
2014,06,TALBOT,1534
2014,06,WASHINGTON,6388
2014,06,WICOMICO,4161
2014,06,WORCESTER,2812
2016,09,ALLEGANY,2796
2016,09,ANNE ARUNDEL,25443
2016,09,BALTIMORE CITY,41212
2016,09,BALTIMORE CO.,30078
2016,09,CALVERT,4683
2016,09,CAROLINE,1261
2016,09,CARROLL,5682
2016,09,CECIL,6579
2016,09,CHARLES,7223
2016,09,DORCHESTER,1349
2016,09,FREDERICK,10492
2016,09,GARRETT,1094
2016,09,HARFORD,9487
2016,09,HOWARD,12081
2016,09,KENT,892
2016,09,MONTGOMERY,60588
2016,09,PR. GEORGE'S,60720
2016,09,QUEEN ANNE'S,2065
2016,09,ST. MARY'S,5564
2016,09,SOMERSET,1605
2016,09,TALBOT,1505
2016,09,WASHINGTON,7512
2016,09,WICOMICO,5096
2016,09,WORCESTER,2952
2012,03,ALLEGANY,2655
2012,03,ANNE ARUNDEL,25874
2012,03,BALTIMORE CITY,18554
2012,03,BALTIMORE CO.,49411
2012,03,CALVERT,3968
2012,03,CAROLINE,1204
2012,03,CARROLL,5047
2012,03,CECIL,7968
2012,03,CHARLES,8696
2012,03,DORCHESTER,1172
2012,03,FREDERICK,8025
2012,03,GARRETT,1098
2012,03,HARFORD,8133
2012,03,HOWARD,18726
2012,03,KENT,1061
2012,03,MONTGOMERY,36416
2012,03,PR. GEORGE'S,9883
2012,03,QUEEN ANNE'S,1420
2012,03,ST. MARY'S,5729
2012,03,SOMERSET,751
2012,03,TALBOT,2809
2012,03,WASHINGTON,8432
2012,03,WICOMICO,4444
2012,03,WORCESTER,2369
2008,05,ALLEGANY,2329
2008,05,ANNE ARUNDEL,28110
2008,05,BALTIMORE CITY,17127
2008,05,BALTIMORE CO.,21692
2008,05,CALVERT,4075
2008,05,CAROLINE,1365
2008,05,CARROLL,5128
2008,05,CECIL,3229
2008,05,CHARLES,6233
2008,05,DORCHESTER,1569
2008,05,FREDERICK,10367
2008,05,GARRETT,1040
2008,05,HARFORD,10264
2008,05,HOWARD,17332
2008,05,KENT,223
2008,05,MONTGOMERY,51760
2008,05,PR. GEORGE'S,12173
2008,05,QUEEN ANNE'S,1759
2008,05,ST. MARY'S,3967
2008,05,SOMERSET,723
2008,05,TALBOT,3759
2008,05,WASHINGTON,6896
2008,05,WICOMICO,4303
2008,05,WORCESTER,3439
2014,08,ALLEGANY,2833
2014,08,ANNE ARUNDEL,31019
2014,08,BALTIMORE CITY,43201
2014,08,BALTIMORE CO.,37642
2014,08,CALVERT,4361
2014,08,CAROLINE,1798
2014,08,CARROLL,5719
2014,08,CECIL,6297
2014,08,CHARLES,7467
2014,08,DORCHESTER,1481
2014,08,FREDERICK,11021
2014,08,GARRETT,991
2014,08,HARFORD,8111
2014,08,HOWARD,12130
2014,08,KENT,929
2014,08,MONTGOMERY,44276
2014,08,PR. GEORGE'S,57092
2014,08,QUEEN ANNE'S,1666
2014,08,ST. MARY'S,5539
2014,08,SOMERSET,1600
2014,08,TALBOT,1923
2014,08,WASHINGTON,6438
2014,08,WICOMICO,5905
2014,08,WORCESTER,4329
2007,03,ALLEGANY,2502
2007,03,ANNE ARUNDEL,15659
2007,03,BALTIMORE CITY,18671
2007,03,BALTIMORE CO.,27126
2007,03,CALVERT,5957
2007,03,CAROLINE,1269
2007,03,CARROLL,9761
2007,03,CECIL,4231
2007,03,CHARLES,8195
2007,03,DORCHESTER,863
2007,03,FREDERICK,14575
2007,03,GARRETT,804
2007,03,HARFORD,12566
2007,03,HOWARD,16128
2007,03,KENT,516
2007,03,MONTGOMERY,33732
2007,03,PR. GEORGE'S,28631
2007,03,QUEEN ANNE'S,843
2007,03,ST. MARY'S,2540
2007,03,SOMERSET,292
2007,03,TALBOT,1254
2007,03,WASHINGTON,9106
2007,03,WICOMICO,3122
2007,03,WORCESTER,2839
2008,04,ALLEGANY,2338
2008,04,ANNE ARUNDEL,28362
2008,04,BALTIMORE CITY,17285
2008,04,BALTIMORE CO.,21643
2008,04,CALVERT,4076
2008,04,CAROLINE,1295
2008,04,CARROLL,5159
2008,04,CECIL,3202
2008,04,CHARLES,6326
2008,04,DORCHESTER,1490
2008,04,FREDERICK,10399
2008,04,GARRETT,1038
2008,04,HARFORD,10281
2008,04,HOWARD,17479
2008,04,KENT,223
2008,04,MONTGOMERY,51699
2008,04,PR. GEORGE'S,12278
2008,04,QUEEN ANNE'S,1328
2008,04,ST. MARY'S,3877
2008,04,SOMERSET,737
2008,04,TALBOT,3746
2008,04,WASHINGTON,6937
2008,04,WICOMICO,3533
2008,04,WORCESTER,3506
2023,12,ALLEGANY,2781
2023,12,ANNE ARUNDEL,31585
2023,12,BALTIMORE CITY,25558
2023,12,BALTIMORE CO.,32911
2023,12,CALVERT,5507
2023,12,CAROLINE,1405
2023,12,CARROLL,6879
2023,12,CECIL,5384
2023,12,CHARLES,10070
2023,12,DORCHESTER,1046
2023,12,FREDERICK,14814
2023,12,GARRETT,1087
2023,12,HARFORD,12671
2023,12,HOWARD,14902
2023,12,KENT,841
2023,12,MONTGOMERY,66134
2023,12,PR. GEORGE'S,42198
2023,12,QUEEN ANNE'S,2091
2023,12,ST. MARY'S,7519
2023,12,SOMERSET,507
2023,12,TALBOT,1533
2023,12,WASHINGTON,10766
2023,12,WICOMICO,4521
2023,12,WORCESTER,2976
2017,04,ALLEGANY,2280
2017,04,ANNE ARUNDEL,14032
2017,04,BALTIMORE CITY,21021
2017,04,BALTIMORE CO.,20478
2017,04,CALVERT,3372
2017,04,CAROLINE,779
2017,04,CARROLL,5418
2017,04,CECIL,5968
2017,04,CHARLES,5363
2017,04,DORCHESTER,1222
2017,04,FREDERICK,8259
2017,04,GARRETT,977
2017,04,HARFORD,7519
2017,04,HOWARD,10572
2017,04,KENT,640
2017,04,MONTGOMERY,58930
2017,04,PR. GEORGE'S,29313
2017,04,QUEEN ANNE'S,1482
2017,04,ST. MARY'S,4507
2017,04,SOMERSET,980
2017,04,TALBOT,980
2017,04,WASHINGTON,7216
2017,04,WICOMICO,3009
2017,04,WORCESTER,1689
2008,08,ALLEGANY,2802
2008,08,ANNE ARUNDEL,27625
2008,08,BALTIMORE CITY,16772
2008,08,BALTIMORE CO.,27625
2008,08,CALVERT,3978
2008,08,CAROLINE,1344
2008,08,CARROLL,5594
2008,08,CECIL,938
2008,08,CHARLES,6306
2008,08,DORCHESTER,1433
2008,08,FREDERICK,11402
2008,08,GARRETT,1023
2008,08,HARFORD,10353
2008,08,HOWARD,17132
2008,08,KENT,203
2008,08,MONTGOMERY,51415
2008,08,PR. GEORGE'S,13443
2008,08,QUEEN ANNE'S,2097
2008,08,ST. MARY'S,3889
2008,08,SOMERSET,753
2008,08,TALBOT,4018
2008,08,WASHINGTON,6752
2008,08,WICOMICO,4336
2008,08,WORCESTER,3354
2015,04,ALLEGANY,2510
2015,04,ANNE ARUNDEL,27239
2015,04,BALTIMORE CITY,48532
2015,04,BALTIMORE CO.,31874
2015,04,CALVERT,4689
2015,04,CAROLINE,1200
2015,04,CARROLL,4345
2015,04,CECIL,5696
2015,04,CHARLES,7405
2015,04,DORCHESTER,1319
2015,04,FREDERICK,11301
2015,04,GARRETT,941
2015,04,HARFORD,8878
2015,04,HOWARD,11472
2015,04,KENT,652
2015,04,MONTGOMERY,39237
2015,04,PR. GEORGE'S,62314
2015,04,QUEEN ANNE'S,2073
2015,04,ST. MARY'S,5415
2015,04,SOMERSET,1292
2015,04,TALBOT,1207
2015,04,WASHINGTON,5394
2015,04,WICOMICO,5222
2015,04,WORCESTER,3314
2008,06,ALLEGANY,2846
2008,06,ANNE ARUNDEL,27905
2008,06,BALTIMORE CITY,17048
2008,06,BALTIMORE CO.,21530
2008,06,CALVERT,4045
2008,06,CAROLINE,1359
2008,06,CARROLL,5081
2008,06,CECIL,3209
2008,06,CHARLES,6293
2008,06,DORCHESTER,1528
2008,06,FREDERICK,10445
2008,06,GARRETT,1033
2008,06,HARFORD,10288
2008,06,HOWARD,17261
2008,06,KENT,219
2008,06,MONTGOMERY,51568
2008,06,PR. GEORGE'S,13584
2008,06,QUEEN ANNE'S,1951
2008,06,ST. MARY'S,3946
2008,06,SOMERSET,736
2008,06,TALBOT,3824
2008,06,WASHINGTON,6871
2008,06,WICOMICO,4359
2008,06,WORCESTER,3409
2008,09,ALLEGANY,2733
2008,09,ANNE ARUNDEL,27095
2008,09,BALTIMORE CITY,16300
2008,09,BALTIMORE CO.,20391
2008,09,CALVERT,3925
2008,09,CAROLINE,1324
2008,09,CARROLL,5516
2008,09,CECIL,930
2008,09,CHARLES,6102
2008,09,DORCHESTER,1403
2008,09,FREDERICK,11045
2008,09,GARRETT,1003
2008,09,HARFORD,10067
2008,09,HOWARD,16775
2008,09,KENT,219
2008,09,MONTGOMERY,50296
2008,09,PR. GEORGE'S,13010
2008,09,QUEEN ANNE'S,2072
2008,09,ST. MARY'S,3803
2008,09,SOMERSET,727
2008,09,TALBOT,3930
2008,09,WASHINGTON,6642
2008,09,WICOMICO,4238
2008,09,WORCESTER,3275
2024,05,ALLEGANY,3492
2024,05,ANNE ARUNDEL,33453
2024,05,BALTIMORE CITY,25533
2024,05,BALTIMORE CO.,32942
2024,05,CALVERT,5570
2024,05,CAROLINE,1445
2024,05,CARROLL,7043
2024,05,CECIL,5626
2024,05,CHARLES,10053
2024,05,DORCHESTER,1060
2024,05,FREDERICK,15016
2024,05,GARRETT,1235
2024,05,HARFORD,12708
2024,05,HOWARD,14929
2024,05,KENT,840
2024,05,MONTGOMERY,65337
2024,05,PR. GEORGE'S,42275
2024,05,QUEEN ANNE'S,2150
2024,05,ST. MARY'S,7777
2024,05,SOMERSET,534
2024,05,TALBOT,1696
2024,05,WASHINGTON,10909
2024,05,WICOMICO,4689
2024,05,WORCESTER,3005
2007,05,ALLEGANY,2849
2007,05,ANNE ARUNDEL,15560
2007,05,BALTIMORE CITY,18499
2007,05,BALTIMORE CO.,37856
2007,05,CALVERT,4586
2007,05,CAROLINE,1413
2007,05,CARROLL,9674
2007,05,CECIL,4238
2007,05,CHARLES,8178
2007,05,DORCHESTER,1012
2007,05,FREDERICK,3156
2007,05,GARRETT,1129
2007,05,HARFORD,11583
2007,05,HOWARD,24560
2007,05,KENT,274
2007,05,MONTGOMERY,33861
2007,05,PR. GEORGE'S,28563
2007,05,QUEEN ANNE'S,1190
2007,05,ST. MARY'S,5091
