year,month,county,inactive
2007,05,SOMERSET,294
2007,05,TALBOT,1430
2007,05,WASHINGTON,7357
2007,05,WICOMICO,3246
2007,05,WORCESTER,2767
2019,12,ALLEGANY,2524
2019,12,ANNE ARUNDEL,23311
2019,12,BALTIMORE CITY,20818
2019,12,BALTIMORE CO.,23700
2019,12,CALVERT,3592
2019,12,CAROLINE,890
2019,12,CARROLL,6077
2019,12,CECIL,5942
2019,12,CHARLES,7680
2019,12,DORCHESTER,991
2019,12,FREDERICK,11169
2019,12,GARRETT,1092
2019,12,HARFORD,9481
2019,12,HOWARD,10801
2019,12,KENT,741
2019,12,MONTGOMERY,63912
2019,12,PR. GEORGE'S,33692
2019,12,QUEEN ANNE'S,1667
2019,12,ST. MARY'S,6769
2019,12,SOMERSET,539
2019,12,TALBOT,1276
2019,12,WASHINGTON,8417
2019,12,WICOMICO,3555
2019,12,WORCESTER,2531
2023,06,ALLEGANY,2559
2023,06,ANNE ARUNDEL,28661
2023,06,BALTIMORE CITY,22925
2023,06,BALTIMORE CO.,30611
2023,06,CALVERT,5082
2023,06,CAROLINE,1295
2023,06,CARROLL,6218
2023,06,CECIL,4961
2023,06,CHARLES,8984
2023,06,DORCHESTER,968
2023,06,FREDERICK,13379
2023,06,GARRETT,987
2023,06,HARFORD,11444
2023,06,HOWARD,13430
2023,06,KENT,743
2023,06,MONTGOMERY,61239
2023,06,PR. GEORGE'S,38530
2023,06,QUEEN ANNE'S,1890
2023,06,ST. MARY'S,7151
2023,06,SOMERSET,468
2023,06,TALBOT,1370
2023,06,WASHINGTON,9926
2023,06,WICOMICO,3957
2023,06,WORCESTER,2674
2011,06,ALLEGANY,2230
2011,06,ANNE ARUNDEL,25435
2011,06,BALTIMORE CITY,16249
2011,06,BALTIMORE CO.,51838
2011,06,CALVERT,4618
2011,06,CAROLINE,1253
2011,06,CARROLL,6962
2011,06,CECIL,8021
2011,06,CHARLES,8996
2011,06,DORCHESTER,1176
2011,06,FREDERICK,8531
2011,06,GARRETT,1140
2011,06,HARFORD,7514
2011,06,HOWARD,19542
2011,06,KENT,1078
2011,06,MONTGOMERY,32669
2011,06,PR. GEORGE'S,8327
2011,06,QUEEN ANNE'S,1308
2011,06,ST. MARY'S,5831
2011,06,SOMERSET,747
2011,06,TALBOT,3051
2011,06,WASHINGTON,7507
2011,06,WICOMICO,3206
2011,06,WORCESTER,3219
2021,01,ALLEGANY,2036
2021,01,ANNE ARUNDEL,21445
2021,01,BALTIMORE CITY,13049
2021,01,BALTIMORE CO.,19666
2021,01,CALVERT,3732
2021,01,CAROLINE,841
2021,01,CARROLL,4202
2021,01,CECIL,3654
2021,01,CHARLES,4642
2021,01,DORCHESTER,699
2021,01,FREDERICK,5610
2021,01,GARRETT,899
2021,01,HARFORD,8339
2021,01,HOWARD,7159
2021,01,KENT,604
2021,01,MONTGOMERY,51729
2021,01,PR. GEORGE'S,16895
2021,01,QUEEN ANNE'S,1227
2021,01,ST. MARY'S,4994
2021,01,SOMERSET,277
2021,01,TALBOT,853
2021,01,WASHINGTON,5705
2021,01,WICOMICO,2447
2021,01,WORCESTER,2089
2014,05,ALLEGANY,2865
2014,05,ANNE ARUNDEL,30429
2014,05,BALTIMORE CITY,38949
2014,05,BALTIMORE CO.,37812
2014,05,CALVERT,3949
2014,05,CAROLINE,1434
2014,05,CARROLL,4188
2014,05,CECIL,5958
2014,05,CHARLES,7214
2014,05,DORCHESTER,1316
2014,05,FREDERICK,11271
2014,05,GARRETT,1024
2014,05,HARFORD,7817
2014,05,HOWARD,11067
2014,05,KENT,782
2014,05,MONTGOMERY,43377
2014,05,PR. GEORGE'S,33163
2014,05,QUEEN ANNE'S,1651
2014,05,ST. MARY'S,5086
2014,05,SOMERSET,1218
2014,05,TALBOT,1541
2014,05,WASHINGTON,6395
2014,05,WICOMICO,4173
2014,05,WORCESTER,2819
2015,01,ALLEGANY,1344
2015,01,ANNE ARUNDEL,23088
2015,01,BALTIMORE CITY,36576
2015,01,BALTIMORE CO.,22277
2015,01,CALVERT,4051
2015,01,CAROLINE,1216
2015,01,CARROLL,3975
2015,01,CECIL,5146
2015,01,CHARLES,5626
2015,01,DORCHESTER,1331
2015,01,FREDERICK,8571
2015,01,GARRETT,388
2015,01,HARFORD,7720
2015,01,HOWARD,8437
2015,01,KENT,615
2015,01,MONTGOMERY,31633
2015,01,PR. GEORGE'S,56161
2015,01,QUEEN ANNE'S,1265
2015,01,ST. MARY'S,4598
2015,01,SOMERSET,1268
2015,01,TALBOT,1197
2015,01,WASHINGTON,4628
2015,01,WICOMICO,5449
2015,01,WORCESTER,3105
2020,03,ALLEGANY,2446
2020,03,ANNE ARUNDEL,22289
2020,03,BALTIMORE CITY,19348
2020,03,BALTIMORE CO.,22568
2020,03,CALVERT,3390
2020,03,CAROLINE,856
2020,03,CARROLL,5880
2020,03,CECIL,5774
2020,03,CHARLES,7399
2020,03,DORCHESTER,943
2020,03,FREDERICK,10818
2020,03,GARRETT,1067
2020,03,HARFORD,9212
2020,03,HOWARD,10564
2020,03,KENT,717
2020,03,MONTGOMERY,61280
2020,03,PR. GEORGE'S,32367
2020,03,QUEEN ANNE'S,1627
2020,03,ST. MARY'S,6582
2020,03,SOMERSET,494
2020,03,TALBOT,1221
2020,03,WASHINGTON,8065
2020,03,WICOMICO,3357
2020,03,WORCESTER,2430
2010,01,ALLEGANY,3034
2010,01,ANNE ARUNDEL,27270
2010,01,BALTIMORE CITY,21303
2010,01,BALTIMORE CO.,37137
2010,01,CALVERT,3830
2010,01,CAROLINE,1140
2010,01,CARROLL,6489
2010,01,CECIL,6050
2010,01,CHARLES,7372
2010,01,DORCHESTER,1184
2010,01,FREDERICK,11423
2010,01,GARRETT,1410
2010,01,HARFORD,6917
2010,01,HOWARD,16007
2010,01,KENT,759
2010,01,MONTGOMERY,48219
2010,01,PR. GEORGE'S,9651
2010,01,QUEEN ANNE'S,2299
2010,01,ST. MARY'S,4750
2010,01,SOMERSET,891
2010,01,TALBOT,3368
2010,01,WASHINGTON,6844
2010,01,WICOMICO,4239
2010,01,WORCESTER,2992
2007,07,ALLEGANY,3362
2007,07,ANNE ARUNDEL,14857
2007,07,BALTIMORE CITY,18320
2007,07,BALTIMORE CO.,37752
2007,07,CALVERT,4406
2007,07,CAROLINE,1402
2007,07,CARROLL,5330
2007,07,CECIL,3113
2007,07,CHARLES,6767
2007,07,DORCHESTER,761
2007,07,FREDERICK,10803
2007,07,GARRETT,1128
2007,07,HARFORD,10393
2007,07,HOWARD,24274
2007,07,KENT,270
2007,07,MONTGOMERY,42220
2007,07,PR. GEORGE'S,24401
2007,07,QUEEN ANNE'S,1184
2007,07,ST. MARY'S,4010
2007,07,SOMERSET,410
2007,07,TALBOT,1611
2007,07,WASHINGTON,7297
2007,07,WICOMICO,3299
2007,07,WORCESTER,2736
2021,03,ALLEGANY,2193
2021,03,ANNE ARUNDEL,21455
2021,03,BALTIMORE CITY,17698
2021,03,BALTIMORE CO.,26141
2021,03,CALVERT,4572
2021,03,CAROLINE,897
2021,03,CARROLL,5205
2021,03,CECIL,3974
2021,03,CHARLES,6665
2021,03,DORCHESTER,792
2021,03,FREDERICK,8352
2021,03,GARRETT,877
2021,03,HARFORD,9574
2021,03,HOWARD,9763
2021,03,KENT,622
2021,03,MONTGOMERY,55957
2021,03,PR. GEORGE'S,25950
2021,03,QUEEN ANNE'S,1292
2021,03,ST. MARY'S,5275
2021,03,SOMERSET,426
2021,03,TALBOT,995
2021,03,WASHINGTON,7183
2021,03,WICOMICO,3244
2021,03,WORCESTER,2204
2020,08,ALLEGANY,2894
2020,08,ANNE ARUNDEL,27066
2020,08,BALTIMORE CITY,22393
2020,08,BALTIMORE CO.,35290
2020,08,CALVERT,4187
2020,08,CAROLINE,996
2020,08,CARROLL,6910
2020,08,CECIL,6417
2020,08,CHARLES,8720
2020,08,DORCHESTER,1091
2020,08,FREDERICK,11791
2020,08,GARRETT,1212
2020,08,HARFORD,10914
2020,08,HOWARD,12378
2020,08,KENT,814
2020,08,MONTGOMERY,79098
2020,08,PR. GEORGE'S,35449
2020,08,QUEEN ANNE'S,1787
2020,08,ST. MARY'S,7548
2020,08,SOMERSET,537
2020,08,TALBOT,1369
2020,08,WASHINGTON,9369
2020,08,WICOMICO,3974
2020,08,WORCESTER,2746
2024,02,ALLEGANY,3615
2024,02,ANNE ARUNDEL,34232
2024,02,BALTIMORE CITY,26232
2024,02,BALTIMORE CO.,33707
2024,02,CALVERT,5688
2024,02,CAROLINE,1471
2024,02,CARROLL,7151
2024,02,CECIL,5786
2024,02,CHARLES,10310
2024,02,DORCHESTER,1084
2024,02,FREDERICK,15300
2024,02,GARRETT,1267
2024,02,HARFORD,12988
2024,02,HOWARD,15225
2024,02,KENT,857
2024,02,MONTGOMERY,67109
2024,02,PR. GEORGE'S,43298
2024,02,QUEEN ANNE'S,2215
2024,02,ST. MARY'S,8050
2024,02,SOMERSET,544
2024,02,TALBOT,1750
2024,02,WASHINGTON,11179
2024,02,WICOMICO,4664
2024,02,WORCESTER,3075
2014,02,ALLEGANY,2977
2014,02,ANNE ARUNDEL,26429
2014,02,BALTIMORE CITY,38216
2014,02,BALTIMORE CO.,38033
2014,02,CALVERT,4015
2014,02,CAROLINE,1467
2014,02,CARROLL,4186
2014,02,CECIL,6011
2014,02,CHARLES,7363
2014,02,DORCHESTER,1363
2014,02,FREDERICK,11550
2014,02,GARRETT,1032
2014,02,HARFORD,7940
2014,02,HOWARD,11178
2014,02,KENT,794
2014,02,MONTGOMERY,43578
2014,02,PR. GEORGE'S,30704
2014,02,QUEEN ANNE'S,1690
2014,02,ST. MARY'S,4944
2014,02,SOMERSET,1241
2014,02,TALBOT,1579
2014,02,WASHINGTON,6510
2014,02,WICOMICO,4105
2014,02,WORCESTER,2761
2014,04,ALLEGANY,2935
2014,04,ANNE ARUNDEL,30782
2014,04,BALTIMORE CITY,39247
2014,04,BALTIMORE CO.,38223
2014,04,CALVERT,3985
2014,04,CAROLINE,1447
2014,04,CARROLL,4221
2014,04,CECIL,5998
2014,04,CHARLES,7298
2014,04,DORCHESTER,1351
2014,04,FREDERICK,11454
2014,04,GARRETT,1015
2014,04,HARFORD,7906
2014,04,HOWARD,11117
2014,04,KENT,789
2014,04,MONTGOMERY,43668
2014,04,PR. GEORGE'S,33589
2014,04,QUEEN ANNE'S,1678
2014,04,ST. MARY'S,5170
2014,04,SOMERSET,1234
2014,04,TALBOT,1590
2014,04,WASHINGTON,6513
2014,04,WICOMICO,4244
2014,04,WORCESTER,2865
2015,02,ALLEGANY,1807
2015,02,ANNE ARUNDEL,24062
2015,02,BALTIMORE CITY,46644
2015,02,BALTIMORE CO.,25363
2015,02,CALVERT,4308
2015,02,CAROLINE,1228
2015,02,CARROLL,4145
2015,02,CECIL,5464
2015,02,CHARLES,6386
2015,02,DORCHESTER,1362
2015,02,FREDERICK,9958
2015,02,GARRETT,405
2015,02,HARFORD,9081
2015,02,HOWARD,10233
2015,02,KENT,660
2015,02,MONTGOMERY,38718
2015,02,PR. GEORGE'S,55811
2015,02,QUEEN ANNE'S,2175
2015,02,ST. MARY'S,5239
2015,02,SOMERSET,1330
2015,02,TALBOT,1257
2015,02,WASHINGTON,5061
2015,02,WICOMICO,5440
2015,02,WORCESTER,3344
2009,12,ALLEGANY,3040
2009,12,ANNE ARUNDEL,26353
2009,12,BALTIMORE CITY,22392
2009,12,BALTIMORE CO.,38043
2009,12,CALVERT,3837
2009,12,CAROLINE,1139
2009,12,CARROLL,6387
2009,12,CECIL,6082
2009,12,CHARLES,7402
2009,12,DORCHESTER,1192
2009,12,FREDERICK,11478
2009,12,GARRETT,1412
2009,12,HARFORD,7170
2009,12,HOWARD,15989
2009,12,KENT,759
2009,12,MONTGOMERY,47427
2009,12,PR. GEORGE'S,9722
2009,12,QUEEN ANNE'S,2313
2009,12,ST. MARY'S,4745
2009,12,SOMERSET,896
2009,12,TALBOT,3371
2009,12,WASHINGTON,6795
2009,12,WICOMICO,4272
2009,12,WORCESTER,2975
2018,02,ALLEGANY,2963
2018,02,ANNE ARUNDEL,20940
2018,02,BALTIMORE CITY,27140
2018,02,BALTIMORE CO.,27661
2018,02,CALVERT,4217
2018,02,CAROLINE,1038
2018,02,CARROLL,7111
2018,02,CECIL,7465
2018,02,CHARLES,7707
2018,02,DORCHESTER,1374
2018,02,FREDERICK,11459
2018,02,GARRETT,1298
2018,02,HARFORD,9457
2018,02,HOWARD,14164
2018,02,KENT,845
2018,02,MONTGOMERY,81141
2018,02,PR. GEORGE'S,43160
2018,02,QUEEN ANNE'S,2081
2018,02,ST. MARY'S,5873
2018,02,SOMERSET,1065
2018,02,TALBOT,1464
2018,02,WASHINGTON,9152
2018,02,WICOMICO,4105
2018,02,WORCESTER,2324
2009,07,ALLEGANY,2670
2009,07,ANNE ARUNDEL,34362
2009,07,BALTIMORE CITY,20797
2009,07,BALTIMORE CO.,34236
2009,07,CALVERT,5439
2009,07,CAROLINE,873
2009,07,CARROLL,5670
2009,07,CECIL,5762
2009,07,CHARLES,6908
2009,07,DORCHESTER,1189
2009,07,FREDERICK,13394
2009,07,GARRETT,1421
2009,07,HARFORD,7348
2009,07,HOWARD,14011
2009,07,KENT,775
2009,07,MONTGOMERY,46712
2009,07,PR. GEORGE'S,10374
2009,07,QUEEN ANNE'S,1935
2009,07,ST. MARY'S,3837
2009,07,SOMERSET,903
2009,07,TALBOT,2691
2009,07,WASHINGTON,6979
2009,07,WICOMICO,4941
2009,07,WORCESTER,3598
2023,04,ALLEGANY,2430
2023,04,ANNE ARUNDEL,27660
2023,04,BALTIMORE CITY,22169
2023,04,BALTIMORE CO.,29541
2023,04,CALVERT,4935
2023,04,CAROLINE,1247
2023,04,CARROLL,5963
2023,04,CECIL,4782
2023,04,CHARLES,8553
2023,04,DORCHESTER,923
2023,04,FREDERICK,12940
2023,04,GARRETT,950
2023,04,HARFORD,10981
2023,04,HOWARD,12884
2023,04,KENT,696
2023,04,MONTGOMERY,58972
2023,04,PR. GEORGE'S,37609
2023,04,QUEEN ANNE'S,1827
2023,04,ST. MARY'S,6931
2023,04,SOMERSET,440
2023,04,TALBOT,1303
2023,04,WASHINGTON,9729
2023,04,WICOMICO,3771
2023,04,WORCESTER,2583
2020,04,ALLEGANY,2442
2020,04,ANNE ARUNDEL,22201
2020,04,BALTIMORE CITY,19303
2020,04,BALTIMORE CO.,22489
2020,04,CALVERT,3378
2020,04,CAROLINE,849
2020,04,CARROLL,5861
2020,04,CECIL,5759
2020,04,CHARLES,7375
2020,04,DORCHESTER,937
2020,04,FREDERICK,10761
2020,04,GARRETT,1063
2020,04,HARFORD,9180
2020,04,HOWARD,10519
2020,04,KENT,711
2020,04,MONTGOMERY,61008
2020,04,PR. GEORGE'S,32181
2020,04,QUEEN ANNE'S,1625
2020,04,ST. MARY'S,6543
2020,04,SOMERSET,498
2020,04,TALBOT,1215
2020,04,WASHINGTON,8064
2020,04,WICOMICO,3336
2020,04,WORCESTER,2419
2012,12,ALLEGANY,2102
2012,12,ANNE ARUNDEL,11906
2012,12,BALTIMORE CITY,12708
2012,12,BALTIMORE CO.,19299
2012,12,CALVERT,3010
2012,12,CAROLINE,1055
2012,12,CARROLL,4693
2012,12,CECIL,2717
2012,12,CHARLES,3206
2012,12,DORCHESTER,960
2012,12,FREDERICK,8074
2012,12,GARRETT,706
2012,12,HARFORD,7457
2012,12,HOWARD,7507
2012,12,KENT,674
2012,12,MONTGOMERY,26863
2012,12,PR. GEORGE'S,6338
2012,12,QUEEN ANNE'S,1225
2012,12,ST. MARY'S,2015
2012,12,SOMERSET,995
2012,12,TALBOT,2756
2012,12,WASHINGTON,3723
2012,12,WICOMICO,2672
2012,12,WORCESTER,1790
2024,08,ALLEGANY,3913
2024,08,ANNE ARUNDEL,40624
2024,08,BALTIMORE CITY,27552
2024,08,BALTIMORE CO.,35762
2024,08,CALVERT,6205
2024,08,CAROLINE,1620
2024,08,CARROLL,8037
2024,08,CECIL,6274
2024,08,CHARLES,10971
2024,08,DORCHESTER,1125
2024,08,FREDERICK,16235
2024,08,GARRETT,1511
2024,08,HARFORD,14507
2024,08,HOWARD,15852
2024,08,KENT,886
2024,08,MONTGOMERY,76827
2024,08,PR. GEORGE'S,44416
2024,08,QUEEN ANNE'S,2054
2024,08,ST. MARY'S,8789
2024,08,SOMERSET,628
2024,08,TALBOT,2130
2024,08,WASHINGTON,12794
2024,08,WICOMICO,5510
2024,08,WORCESTER,3355
2019,03,ALLEGANY,2101
2019,03,ANNE ARUNDEL,18816
2019,03,BALTIMORE CITY,17048
2019,03,BALTIMORE CO.,19645
2019,03,CALVERT,2911
2019,03,CAROLINE,716
2019,03,CARROLL,5109
2019,03,CECIL,5146
2019,03,CHARLES,6032
2019,03,DORCHESTER,894
2019,03,FREDERICK,221
2019,03,GARRETT,922
2019,03,HARFORD,7791
2019,03,HOWARD,8911
2019,03,KENT,640
2019,03,MONTGOMERY,52721
2019,03,PR. GEORGE'S,27631
2019,03,QUEEN ANNE'S,1403
2019,03,ST. MARY'S,5934
2019,03,SOMERSET,433
2019,03,TALBOT,1008
2019,03,WASHINGTON,7113
2019,03,WICOMICO,2943
2019,03,WORCESTER,2157
2025,01,ALLEGANY,2715
2025,01,ANNE ARUNDEL,23895
2025,01,BALTIMORE CITY,13028
2025,01,BALTIMORE CO.,15533
2025,01,CALVERT,2876
2025,01,CAROLINE,899
2025,01,CARROLL,4468
2025,01,CECIL,3215
2025,01,CHARLES,5296
2025,01,DORCHESTER,578
2025,01,FREDERICK,9053
2025,01,GARRETT,776
2025,01,HARFORD,7458
2025,01,HOWARD,8693
2025,01,KENT,453
2025,01,MONTGOMERY,40697
2025,01,PR. GEORGE'S,44846
2025,01,QUEEN ANNE'S,1229
2025,01,ST. MARY'S,4563
2025,01,SOMERSET,320
2025,01,TALBOT,2008
2025,01,WASHINGTON,5707
2025,01,WICOMICO,2878
2025,01,WORCESTER,2388
2011,05,ALLEGANY,3426
2011,05,ANNE ARUNDEL,23196
2011,05,BALTIMORE CITY,14653
2011,05,BALTIMORE CO.,50831
2011,05,CALVERT,5646
2011,05,CAROLINE,1260
2011,05,CARROLL,8009
2011,05,CECIL,6835
2011,05,CHARLES,9544
2011,05,DORCHESTER,1094
2011,05,FREDERICK,8582
2011,05,GARRETT,1146
2011,05,HARFORD,7517
2011,05,HOWARD,19643
2011,05,KENT,1087
2011,05,MONTGOMERY,23226
2011,05,PR. GEORGE'S,8195
2011,05,QUEEN ANNE'S,2066
2011,05,ST. MARY'S,6625
2011,05,SOMERSET,876
2011,05,TALBOT,4059
2011,05,WASHINGTON,7559
2011,05,WICOMICO,3188
2011,05,WORCESTER,4143
2011,02,ALLEGANY,2886
2011,02,ANNE ARUNDEL,14718
2011,02,BALTIMORE CITY,14165
2011,02,BALTIMORE CO.,46180
2011,02,CALVERT,4898
2011,02,CAROLINE,1200
2011,02,CARROLL,7097
2011,02,CECIL,5226
2011,02,CHARLES,6814
2011,02,DORCHESTER,792
2011,02,FREDERICK,8763
2011,02,GARRETT,958
2011,02,HARFORD,9652
2011,02,HOWARD,15734
2011,02,KENT,1250
2011,02,MONTGOMERY,21402
2011,02,PR. GEORGE'S,6281
2011,02,QUEEN ANNE'S,2077
2011,02,ST. MARY'S,5026
2011,02,SOMERSET,883
2011,02,TALBOT,3210
2011,02,WASHINGTON,5920
2011,02,WICOMICO,4185
2011,02,WORCESTER,3226
2014,07,ALLEGANY,2868
2014,07,ANNE ARUNDEL,30914
2014,07,BALTIMORE CITY,43628
2014,07,BALTIMORE CO.,38105
2014,07,CALVERT,4277
2014,07,CAROLINE,1829
2014,07,CARROLL,4303
2014,07,CECIL,6181
2014,07,CHARLES,7556
2014,07,DORCHESTER,1444
2014,07,FREDERICK,11165
2014,07,GARRETT,1009
2014,07,HARFORD,8178
2014,07,HOWARD,11268
2014,07,KENT,926
2014,07,MONTGOMERY,44577
2014,07,PR. GEORGE'S,58037
2014,07,QUEEN ANNE'S,1707
2014,07,ST. MARY'S,5510
2014,07,SOMERSET,1543
2014,07,TALBOT,1661
2014,07,WASHINGTON,6512
2014,07,WICOMICO,6018
2014,07,WORCESTER,4478
2007,09,ALLEGANY,2317
2007,09,ANNE ARUNDEL,30194
2007,09,BALTIMORE CITY,18091
2007,09,BALTIMORE CO.,37261
2007,09,CALVERT,54249
2007,09,CAROLINE,1387
2007,09,CARROLL,5307
2007,09,CECIL,3213
2007,09,CHARLES,6658
2007,09,DORCHESTER,813
2007,09,FREDERICK,10669
2007,09,GARRETT,1110
2007,09,HARFORD,10376
2007,09,HOWARD,17066
2007,09,KENT,264
2007,09,MONTGOMERY,52360
2007,09,PR. GEORGE'S,16662
2007,09,QUEEN ANNE'S,1211
2007,09,ST. MARY'S,3989
2007,09,SOMERSET,402
2007,09,TALBOT,1612
2007,09,WASHINGTON,7262
2007,09,WICOMICO,3377
2007,09,WORCESTER,2711
2018,04,ALLEGANY,3007
2018,04,ANNE ARUNDEL,20866
2018,04,BALTIMORE CITY,26753
2018,04,BALTIMORE CO.,27133
2018,04,CALVERT,4280
2018,04,CAROLINE,1063
2018,04,CARROLL,7162
2018,04,CECIL,7480
2018,04,CHARLES,7771
2018,04,DORCHESTER,1351
2018,04,FREDERICK,11498
2018,04,GARRETT,1324
2018,04,HARFORD,9456
2018,04,HOWARD,14085
2018,04,KENT,858
2018,04,MONTGOMERY,81699
2018,04,PR. GEORGE'S,43420
2018,04,QUEEN ANNE'S,2129
2018,04,ST. MARY'S,5843
2018,04,SOMERSET,1062
2018,04,TALBOT,1463
2018,04,WASHINGTON,9033
2018,04,WICOMICO,4094
2018,04,WORCESTER,2351
2013,05,ALLEGANY,2263
2013,05,ANNE ARUNDEL,21096
2013,05,BALTIMORE CITY,35648
2013,05,BALTIMORE CO.,23341
2013,05,CALVERT,4238
2013,05,CAROLINE,1307
2013,05,CARROLL,3948
2013,05,CECIL,5222
2013,05,CHARLES,6691
2013,05,DORCHESTER,1210
2013,05,FREDERICK,7541
2013,05,GARRETT,995
2013,05,HARFORD,7402
2013,05,HOWARD,10423
2013,05,KENT,686
2013,05,MONTGOMERY,33340
2013,05,PR. GEORGE'S,6092
2013,05,QUEEN ANNE'S,1634
2013,05,ST. MARY'S,2684
2013,05,SOMERSET,1283
2013,05,TALBOT,1466
2013,05,WASHINGTON,5917
2013,05,WICOMICO,3334
2013,05,WORCESTER,2539
2022,06,ALLEGANY,2923
2022,06,ANNE ARUNDEL,31170
2022,06,BALTIMORE CITY,25413
2022,06,BALTIMORE CO.,37477
2022,06,CALVERT,5641
2022,06,CAROLINE,1205
2022,06,CARROLL,6975
2022,06,CECIL,5502
2022,06,CHARLES,9619
2022,06,DORCHESTER,1052
2022,06,FREDERICK,13267
2022,06,GARRETT,1176
2022,06,HARFORD,13153
2022,06,HOWARD,14207
2022,06,KENT,865
2022,06,MONTGOMERY,73037
2022,06,PR. GEORGE'S,38028
2022,06,QUEEN ANNE'S,1941
2022,06,ST. MARY'S,7256
2022,06,SOMERSET,533
2022,06,TALBOT,1356
2022,06,WASHINGTON,10728
2022,06,WICOMICO,4371
2022,06,WORCESTER,3007
2019,09,ALLEGANY,2322
2019,09,ANNE ARUNDEL,20688
2019,09,BALTIMORE CITY,18904
2019,09,BALTIMORE CO.,21647
2019,09,CALVERT,3215
2019,09,CAROLINE,769
2019,09,CARROLL,5647
2019,09,CECIL,5506
2019,09,CHARLES,6762
2019,09,DORCHESTER,942
2019,09,FREDERICK,10295
2019,09,GARRETT,994
2019,09,HARFORD,8676
2019,09,HOWARD,10607
2019,09,KENT,684
2019,09,MONTGOMERY,59177
2019,09,PR. GEORGE'S,30717
2019,09,QUEEN ANNE'S,1532
2019,09,ST. MARY'S,6290
2019,09,SOMERSET,497
2019,09,TALBOT,1128
2019,09,WASHINGTON,7783
2019,09,WICOMICO,3151
2019,09,WORCESTER,2383
2023,02,ALLEGANY,2362
2023,02,ANNE ARUNDEL,26641
2023,02,BALTIMORE CITY,21156
2023,02,BALTIMORE CO.,28954
2023,02,CALVERT,4773
2023,02,CAROLINE,166
2023,02,CARROLL,5737
2023,02,CECIL,4630
2023,02,CHARLES,8226
2023,02,DORCHESTER,885
2023,02,FREDERICK,12584
2023,02,GARRETT,924
2023,02,HARFORD,10538
2023,02,HOWARD,12563
2023,02,KENT,682
2023,02,MONTGOMERY,58498
2023,02,PR. GEORGE'S,36506
2023,02,QUEEN ANNE'S,1764
2023,02,ST. MARY'S,6766
2023,02,SOMERSET,421
2023,02,TALBOT,1272
2023,02,WASHINGTON,8952
2023,02,WICOMICO,3640
2023,02,WORCESTER,2472
2022,11,ALLEGANY,2945
2022,11,ANNE ARUNDEL,32884
2022,11,BALTIMORE CITY,25775
2022,11,BALTIMORE CO.,38451
2022,11,CALVERT,5664
2022,11,CAROLINE,1292
2022,11,CARROLL,7071
2022,11,CECIL,5738
2022,11,CHARLES,9757
2022,11,DORCHESTER,1040
2022,11,FREDERICK,12716
2022,11,GARRETT,1210
2022,11,HARFORD,13103
2022,11,HOWARD,14399
2022,11,KENT,850
2022,11,MONTGOMERY,74509
2022,11,PR. GEORGE'S,39697
2022,11,QUEEN ANNE'S,1943
2022,11,ST. MARY'S,7463
2022,11,SOMERSET,544
2022,11,TALBOT,1401
2022,11,WASHINGTON,10711
2022,11,WICOMICO,4415
2022,11,WORCESTER,3023
2024,12,ALLEGANY,2730
2024,12,ANNE ARUNDEL,24038
2024,12,BALTIMORE CITY,13084
2024,12,BALTIMORE CO.,16027
2024,12,CALVERT,2768
2024,12,CAROLINE,912
2024,12,CARROLL,4530
2024,12,CECIL,3299
2024,12,CHARLES,5364
2024,12,DORCHESTER,578
2024,12,FREDERICK,9192
2024,12,GARRETT,796
2024,12,HARFORD,7252
2024,12,HOWARD,8341
2024,12,KENT,905
2024,12,MONTGOMERY,35431
2024,12,PR. GEORGE'S,44010
2024,12,QUEEN ANNE'S,1250
2024,12,ST. MARY'S,4636
2024,12,SOMERSET,323
2024,12,TALBOT,2026
2024,12,WASHINGTON,5677
2024,12,WICOMICO,2631
2024,12,WORCESTER,2363
2008,03,ALLEGANY,2348
2008,03,ANNE ARUNDEL,28975
2008,03,BALTIMORE CITY,17378
2008,03,BALTIMORE CO.,22381
2008,03,CALVERT,4152
2008,03,CAROLINE,1308
2008,03,CARROLL,5185
2008,03,CECIL,3236
2008,03,CHARLES,6171
2008,03,DORCHESTER,1366
2008,03,FREDERICK,10445
2008,03,GARRETT,1039
2008,03,HARFORD,10228
2008,03,HOWARD,17625
2008,03,KENT,223
2008,03,MONTGOMERY,51826
2008,03,PR. GEORGE'S,12823
2008,03,QUEEN ANNE'S,1259
2008,03,ST. MARY'S,3943
2008,03,SOMERSET,667
2008,03,TALBOT,4054
2008,03,WASHINGTON,6979
2008,03,WICOMICO,3141
2008,03,WORCESTER,2507
2015,06,ALLEGANY,2457
2015,06,ANNE ARUNDEL,26762
2015,06,BALTIMORE CITY,45743
2015,06,BALTIMORE CO.,30179
2015,06,CALVERT,4642
2015,06,CAROLINE,1178
2015,06,CARROLL,4285
2015,06,CECIL,5925
2015,06,CHARLES,7295
2015,06,DORCHESTER,1335
2015,06,FREDERICK,11172
2015,06,GARRETT,929
2015,06,HARFORD,8564
2015,06,HOWARD,11259
2015,06,KENT,636
2015,06,MONTGOMERY,55211
2015,06,PR. GEORGE'S,61507
2015,06,QUEEN ANNE'S,2091
2015,06,ST. MARY'S,5411
2015,06,SOMERSET,1305
2015,06,TALBOT,1349
2015,06,WASHINGTON,6114
2015,06,WICOMICO,5152
2015,06,WORCESTER,3276
2013,08,ALLEGANY,2963
2013,08,ANNE ARUNDEL,21933
2013,08,BALTIMORE CITY,39814
2013,08,BALTIMORE CO.,33998
