year,month,county,dem,rep,unaf,other
2006,12,BALTIMORE CITY,264809,31830,34221,977
2006,12,BALTIMORE CO.,271677,126623,53868,5891
2006,12,CALVERT,20735,21170,7993,489
2006,12,CAROLINE,6916,6665,2433,139
2006,12,CARROLL,32829,52257,14004,13
2006,12,CECIL,22251,20658,9003,708
2006,12,CHARLES,39211,25916,11858,904
2006,12,DORCHESTER,9661,6639,1851,184
2006,12,FREDERICK,46485,57566,22827,60
2006,12,GARRETT,5133,11113,1367,198
2006,12,HARFORD,59919,59229,17869,285
2006,12,HOWARD,77381,55983,29810,1760
2006,12,KENT,5889,4176,1441,129
2006,12,MONTGOMERY,275840,125118,104333,1302
2006,12,PR. GEORGE'S,329686,48968,27888,34775
2006,12,QUEEN ANNE'S,10875,13295,3748,238
2006,12,ST. MARY'S,22608,21158,8326,581
2006,12,SOMERSET,7059,3999,1311,101
2006,12,TALBOT,10241,11376,3555,330
2006,12,WASHINGTON,30572,36711,11397,978
2006,12,WICOMICO,23162,19017,7017,592
2006,12,WORCESTER,15540,13266,4764,448
2023,04,ALLEGANY,11597,22858,8595,553
2023,04,ANNE ARUNDEL,175117,129747,99917,4134
2023,04,BALTIMORE CITY,301112,27956,58238,5721
2023,04,BALTIMORE CO.,309657,136901,110954,7673
2023,04,CALVERT,23818,27925,15605,720
2023,04,CAROLINE,6185,10601,4658,242
2023,04,CARROLL,33571,63694,29283,1326
2023,04,CECIL,20565,32366,16997,929
2023,04,CHARLES,74627,23027,22553,1160
2023,04,DORCHESTER,9614,9081,3929,252
2023,04,FREDERICK,76905,67589,49724,1667
2023,04,GARRETT,3694,13677,2903,205
2023,04,HARFORD,65119,80265,42372,2142
2023,04,HOWARD,121618,48289,58404,2495
2023,04,KENT,5834,5231,2659,154
2023,04,MONTGOMERY,410222,96638,161311,7073
2023,04,PR. GEORGE'S,459148,37402,88531,12267
2023,04,QUEEN ANNE'S,11097,19819,8328,384
2023,04,ST. MARY'S,25063,31647,16824,850
2023,04,SOMERSET,5554,6088,2329,157
2023,04,TALBOT,10757,11699,5769,287
2023,04,WASHINGTON,31200,44001,22378,1135
2023,04,WICOMICO,26727,24000,13912,884
2023,04,WORCESTER,13729,19274,8627,574
2011,12,ALLEGANY,15874,19602,5476,414
2011,12,ANNE ARUNDEL,142911,120370,63815,238
2011,12,BALTIMORE CITY,290755,31946,41582,1439
2011,12,BALTIMORE CO.,281676,126166,66483,5367
2011,12,CALVERT,22562,22244,10049,510
2011,12,CAROLINE,7125,7394,2932,117
2011,12,CARROLL,32773,54750,17286,819
2011,12,CECIL,23503,22615,11414,800
2011,12,CHARLES,51655,24414,14076,570
2011,12,DORCHESTER,9953,6874,2201,135
2011,12,FREDERICK,52192,58306,28113,85
2011,12,GARRETT,4799,11327,1881,193
2011,12,HARFORD,61536,63887,23733,787
2011,12,HOWARD,86659,55354,36210,1865
2011,12,KENT,5909,4417,1586,133
2011,12,MONTGOMERY,322334,120008,125693,849
2011,12,PR. GEORGE'S,411819,46492,47638,21513
2011,12,QUEEN ANNE'S,11060,14434,4635,206
2011,12,ST. MARY'S,24116,23724,10568,479
2011,12,SOMERSET,6951,4426,1580,117
2011,12,TALBOT,9738,10784,3689,298
2011,12,WASHINGTON,30626,36691,14619,129
2011,12,WICOMICO,24516,19762,8279,681
2011,12,WORCESTER,15083,13831,5376,404
2010,04,ALLEGANY,16650,19368,4801,455
2010,04,ANNE ARUNDEL,144135,117736,57071,88
2010,04,BALTIMORE CITY,287264,31340,37471,1327
2010,04,BALTIMORE CO.,285670,124720,58505,5579
2010,04,CALVERT,23013,21714,9165,516
2010,04,CAROLINE,7481,7086,2772,82
2010,04,CARROLL,33259,52562,15496,11
2010,04,CECIL,24145,22113,10488,748
2010,04,CHARLES,49101,24497,12399,564
2010,04,DORCHESTER,10245,6786,2049,153
2010,04,FREDERICK,51411,56229,24461,42
2010,04,GARRETT,5048,10959,1577,198
2010,04,HARFORD,62825,61598,20610,652
2010,04,HOWARD,83968,53623,30622,1758
2010,04,KENT,6154,4324,1494,126
2010,04,MONTGOMERY,318339,121997,109850,2519
2010,04,PR. GEORGE'S,397415,46425,37982,25749
2010,04,QUEEN ANNE'S,11071,13499,3923,218
2010,04,ST. MARY'S,24541,22430,9416,541
2010,04,SOMERSET,7271,4053,1394,107
2010,04,TALBOT,10016,10754,3334,304
2010,04,WASHINGTON,31490,36082,12618,51
2010,04,WICOMICO,24890,19222,7446,544
2010,04,WORCESTER,15373,13319,4823,455
2014,08,ALLEGANY,15201,20292,6535,378
2014,08,ANNE ARUNDEL,147554,124475,75425,304
2014,08,BALTIMORE CITY,293481,30069,45779,1357
2014,08,BALTIMORE CO.,298287,131585,83929,4842
2014,08,CALVERT,23310,24046,11947,470
2014,08,CAROLINE,6979,7781,3421,145
2014,08,CARROLL,31275,59487,21356,879
2014,08,CECIL,22959,24685,13267,662
2014,08,CHARLES,59118,24441,16434,532
2014,08,DORCHESTER,10355,7274,2725,117
2014,08,FREDERICK,54582,61481,34077,185
2014,08,GARRETT,4631,12060,2345,188
2014,08,HARFORD,63227,69405,30816,1206
2014,08,HOWARD,93842,55957,43209,2209
2014,08,KENT,6008,4549,1945,129
2014,08,MONTGOMERY,357654,122064,148571,3663
2014,08,PR. GEORGE'S,427874,41681,57899,14792
2014,08,QUEEN ANNE'S,10991,15895,5979,189
2014,08,ST. MARY'S,25051,25797,12759,439
2014,08,SOMERSET,6438,4753,1703,102
2014,08,TALBOT,9662,11158,4423,220
2014,08,WASHINGTON,31900,39236,18056,324
2014,08,WICOMICO,25390,20647,10023,540
2014,08,WORCESTER,14405,14414,6279,359
2009,04,ALLEGANY,17077,19680,4943,485
2009,04,ANNE ARUNDEL,148022,121723,59158,97
2009,04,BALTIMORE CITY,295858,32428,38309,1405
2009,04,BALTIMORE CO.,292205,127965,59616,5940
2009,04,CALVERT,22799,21442,8935,540
2009,04,CAROLINE,7575,7113,2781,90
2009,04,CARROLL,33973,52970,15521,31
2009,04,CECIL,24228,21985,10360,783
2009,04,CHARLES,47562,24496,12097,580
2009,04,DORCHESTER,10287,6768,1999,160
2009,04,FREDERICK,51439,56309,24410,42
2009,04,GARRETT,4993,10798,1499,208
2009,04,HARFORD,63629,61527,20351,680
2009,04,HOWARD,83815,54024,30590,1900
2009,04,KENT,6272,4323,1511,128
2009,04,MONTGOMERY,317215,123930,109210,2582
2009,04,PR. GEORGE'S,395379,46873,36597,26647
2009,04,QUEEN ANNE'S,11473,13903,4046,232
2009,04,ST. MARY'S,25260,22805,9681,592
2009,04,SOMERSET,7324,4030,1386,106
2009,04,TALBOT,10192,10851,3366,319
2009,04,WASHINGTON,32552,36815,12797,961
2009,04,WICOMICO,25128,19307,7398,581
2009,04,WORCESTER,15356,13082,4717,463
2008,05,ALLEGANY,16793,19484,4543,468
2008,05,ANNE ARUNDEL,137734,117649,54638,128
2008,05,BALTIMORE CITY,269879,32047,34957,1327
2008,05,BALTIMORE CO.,279776,127802,56516,6131
2008,05,CALVERT,21789,21388,8407,569
2008,05,CAROLINE,7006,6742,2490,162
2008,05,CARROLL,33509,52653,14766,30
2008,05,CECIL,23527,21686,9712,813
2008,05,CHARLES,42491,24892,11436,917
2008,05,DORCHESTER,9382,6467,1882,179
2008,05,FREDERICK,47921,55185,22457,40
2008,05,GARRETT,5000,10945,1413,207
2008,05,HARFORD,61054,60130,18878,617
2008,05,HOWARD,79049,53794,29155,1864
2008,05,KENT,6100,4377,1485,134
2008,05,MONTGOMERY,290748,121106,102358,2226
2008,05,PR. GEORGE'S,346290,46608,30336,29044
2008,05,QUEEN ANNE'S,10969,13367,3587,232
2008,05,ST. MARY'S,23285,21354,8583,597
2008,05,SOMERSET,6790,3906,1321,113
2008,05,TALBOT,9534,10463,3049,290
2008,05,WASHINGTON,31235,36695,12117,1037
2008,05,WICOMICO,23022,18635,7112,605
2008,05,WORCESTER,14833,12599,4624,479
2012,12,ALLEGANY,15687,20207,5965,411
2012,12,ANNE ARUNDEL,152346,127443,74038,257
2012,12,BALTIMORE CITY,313989,33121,47210,1535
2012,12,BALTIMORE CO.,303090,134394,77205,6027
2012,12,CALVERT,23617,23683,11456,541
2012,12,CAROLINE,7347,7766,3158,146
2012,12,CARROLL,33206,57948,19951,1040
2012,12,CECIL,24443,24600,13068,739
2012,12,CHARLES,57443,25714,16236,571
2012,12,DORCHESTER,10643,7228,2506,130
2012,12,FREDERICK,54737,60992,31746,87
2012,12,GARRETT,4790,11826,2164,206
2012,12,HARFORD,64355,68392,27738,1220
2012,12,HOWARD,92858,57283,40169,2598
2012,12,KENT,6161,4587,1736,137
2012,12,MONTGOMERY,351886,126550,141884,3300
2012,12,PR. GEORGE'S,452020,47739,57336,19385
2012,12,QUEEN ANNE'S,11523,15576,5514,210
2012,12,ST. MARY'S,25740,26052,12360,468
2012,12,SOMERSET,7210,4632,1681,120
2012,12,TALBOT,10126,11173,4167,270
2012,12,WASHINGTON,32303,39097,16676,319
2012,12,WICOMICO,26192,20867,9523,676
2012,12,WORCESTER,15264,14718,6253,382
2015,02,ALLEGANY,14788,20170,6586,368
2015,02,ANNE ARUNDEL,146768,125257,76869,363
2015,02,BALTIMORE CITY,286013,29443,44727,1300
2015,02,BALTIMORE CO.,297440,132869,86072,4754
2015,02,CALVERT,22668,23683,11896,436
2015,02,CAROLINE,6823,7859,3414,144
2015,02,CARROLL,31099,59835,21946,845
2015,02,CECIL,22277,24531,13587,638
2015,02,CHARLES,58994,24370,16511,516
2015,02,DORCHESTER,10071,7255,2654,112
2015,02,FREDERICK,54045,61199,34418,197
2015,02,GARRETT,4579,12122,2420,185
2015,02,HARFORD,61555,69044,30931,1168
2015,02,HOWARD,92422,54969,43381,2079
2015,02,KENT,5951,4523,1942,127
2015,02,MONTGOMERY,355450,121259,149501,3876
2015,02,PR. GEORGE'S,424462,41270,59478,14086
2015,02,QUEEN ANNE'S,10637,15824,5978,190
2015,02,ST. MARY'S,24595,25961,12830,439
2015,02,SOMERSET,6278,4773,1687,93
2015,02,TALBOT,9588,11213,4516,215
2015,02,WASHINGTON,31355,38913,18032,335
2015,02,WICOMICO,24692,20585,9932,495
2015,02,WORCESTER,14198,14499,6350,343
2008,12,ALLEGANY,17037,19689,4931,495
2008,12,ANNE ARUNDEL,148095,121914,58845,96
2008,12,BALTIMORE CITY,296716,32552,38254,1410
2008,12,BALTIMORE CO.,298775,131495,61583,6206
2008,12,CALVERT,23461,22326,9253,569
2008,12,CAROLINE,7551,7113,2753,95
2008,12,CARROLL,34660,54273,15893,28
2008,12,CECIL,24810,22501,10611,823
2008,12,CHARLES,48835,25691,12678,626
2008,12,DORCHESTER,10264,6785,2008,168
2008,12,FREDERICK,52125,57130,24823,51
2008,12,GARRETT,5150,11149,1589,207
2008,12,HARFORD,64773,62466,20834,708
2008,12,HOWARD,85214,55200,31192,1949
2008,12,KENT,6287,4384,1526,129
2008,12,MONTGOMERY,316594,124308,109331,2629
2008,12,PR. GEORGE'S,391631,46943,35577,26972
2008,12,QUEEN ANNE'S,11384,13786,3931,232
2008,12,ST. MARY'S,25083,22632,9502,595
2008,12,SOMERSET,7338,4014,1371,104
2008,12,TALBOT,10224,10882,3362,309
2008,12,WASHINGTON,32978,37549,12985,989
2008,12,WICOMICO,24707,19080,7221,580
2008,12,WORCESTER,15644,13321,4997,486
2023,01,ALLEGANY,11701,22894,8502,384
2023,01,ANNE ARUNDEL,175731,130328,99150,3000
2023,01,BALTIMORE CITY,303708,28141,57828,4042
2023,01,BALTIMORE CO.,310978,137558,109938,5960
2023,01,CALVERT,23953,28022,15497,555
2023,01,CAROLINE,6220,10595,4557,166
2023,01,CARROLL,33751,64032,29100,1031
2023,01,CECIL,20652,32351,16845,684
2023,01,CHARLES,74824,23176,22400,873
2023,01,DORCHESTER,9625,9086,3873,193
2023,01,FREDERICK,77015,67961,49256,1122
2023,01,GARRETT,3694,13701,2870,155
2023,01,HARFORD,65474,80609,42076,1641
2023,01,HOWARD,121915,48682,57906,1976
2023,01,KENT,5852,5234,2636,114
2023,01,MONTGOMERY,412716,97245,159752,5402
2023,01,PR. GEORGE'S,459456,37277,85560,10685
2023,01,QUEEN ANNE'S,11167,19781,8175,296
2023,01,ST. MARY'S,25108,31667,16620,633
2023,01,SOMERSET,5562,6056,2314,112
2023,01,TALBOT,10816,11730,5718,214
2023,01,WASHINGTON,31615,44355,22293,835
2023,01,WICOMICO,26808,24062,13799,660
2023,01,WORCESTER,13825,19299,8597,467
2020,04,ALLEGANY,13082,22132,7655,666
2020,04,ANNE ARUNDEL,170610,135362,89639,4706
2020,04,BALTIMORE CITY,307596,30016,51823,4601
2020,04,BALTIMORE CO.,316070,143379,99806,8798
2020,04,CALVERT,24348,27845,14241,938
2020,04,CAROLINE,6679,9805,4143,262
2020,04,CARROLL,33466,63871,25649,1814
2020,04,CECIL,21580,29798,15227,1116
2020,04,CHARLES,71238,24516,19772,1137
2020,04,DORCHESTER,9786,8548,3300,226
2020,04,FREDERICK,69521,68110,42328,1742
2020,04,GARRETT,4049,13129,2609,247
2020,04,HARFORD,65553,79238,37759,2578
2020,04,HOWARD,115958,53740,51464,3234
2020,04,KENT,5962,4882,2287,179
2020,04,MONTGOMERY,407319,108586,149451,9314
2020,04,PR. GEORGE'S,467348,39563,76563,13536
2020,04,QUEEN ANNE'S,10872,18538,7109,477
2020,04,ST. MARY'S,26069,30136,15430,1025
2020,04,SOMERSET,5727,5565,1996,150
2020,04,TALBOT,10453,11607,5046,381
2020,04,WASHINGTON,32713,43381,20531,1473
2020,04,WICOMICO,26767,23420,12250,976
2020,04,WORCESTER,13933,17800,7483,610
2019,10,ALLEGANY,13146,21900,0,690
2019,10,ANNE ARUNDEL,166963,135433,0,4723
2019,10,BALTIMORE CITY,304173,30235,0,4443
2019,10,BALTIMORE CO.,313079,143086,0,8802
2019,10,CALVERT,23941,27746,0,936
2019,10,CAROLINE,6677,9676,0,253
2019,10,CARROLL,32783,63776,0,1827
2019,10,CECIL,21426,29211,0,1138
2019,10,CHARLES,70293,24520,0,1116
2019,10,DORCHESTER,9820,8457,0,224
2019,10,FREDERICK,67447,67784,0,1758
2019,10,GARRETT,4048,12996,0,256
2019,10,HARFORD,64774,78864,0,2595
2019,10,HOWARD,112417,54204,0,3279
2019,10,KENT,5991,4847,0,188
2019,10,MONTGOMERY,397820,109997,0,9470
2019,10,PR. GEORGE'S,462967,39591,0,13463
2019,10,QUEEN ANNE'S,10771,18381,0,487
2019,10,ST. MARY'S,25604,29804,0,1016
2019,10,SOMERSET,5799,5498,0,157
2019,10,TALBOT,10367,11619,0,389
2019,10,WASHINGTON,32304,43071,0,1499
2019,10,WICOMICO,26533,23324,0,949
2019,10,WORCESTER,13883,17528,0,606
2020,02,ALLEGANY,13053,22034,0,669
2020,02,ANNE ARUNDEL,169076,135331,0,4664
2020,02,BALTIMORE CITY,305800,30092,0,4477
2020,02,BALTIMORE CO.,314893,143359,0,8720
2020,02,CALVERT,24202,27762,0,931
2020,02,CAROLINE,6655,9775,0,256
2020,02,CARROLL,33147,63848,0,1822
2020,02,CECIL,21483,29594,0,1111
2020,02,CHARLES,70805,24466,0,1111
2020,02,DORCHESTER,9793,8532,0,222
2020,02,FREDERICK,68674,67980,0,1737
2020,02,GARRETT,4054,13096,0,252
2020,02,HARFORD,65153,79099,0,2575
2020,02,HOWARD,115041,53954,0,3250
2020,02,KENT,5962,4877,0,180
2020,02,MONTGOMERY,403414,109005,0,9318
2020,02,PR. GEORGE'S,465519,39566,0,13453
2020,02,QUEEN ANNE'S,10848,18490,0,478
2020,02,ST. MARY'S,25877,30043,0,1017
2020,02,SOMERSET,5737,5537,0,150
2020,02,TALBOT,10414,11600,0,378
2020,02,WASHINGTON,32473,43282,0,1485
2020,02,WICOMICO,26602,23395,0,970
2020,02,WORCESTER,13880,17683,0,607
2013,10,ALLEGANY,15283,20105,6138,402
2013,10,ANNE ARUNDEL,149725,124909,74723,257
2013,10,BALTIMORE CITY,296928,30511,45363,1358
2013,10,BALTIMORE CO.,294647,130565,79823,5475
2013,10,CALVERT,23417,23657,11674,486
2013,10,CAROLINE,7215,7707,3275,145
2013,10,CARROLL,32741,57802,20932,983
2013,10,CECIL,23217,23924,12837,674
2013,10,CHARLES,56681,24650,15988,539
2013,10,DORCHESTER,10497,7164,2599,124
2013,10,FREDERICK,53629,59770,32228,130
2013,10,GARRETT,4677,11833,2199,190
2013,10,HARFORD,62737,67754,28957,1212
2013,10,HOWARD,92944,56362,42030,2356
2013,10,KENT,6121,4558,1866,133
2013,10,MONTGOMERY,351659,123337,145100,3197
2013,10,PR. GEORGE'S,446778,45176,59127,17250
2013,10,QUEEN ANNE'S,11091,15310,5652,199
2013,10,ST. MARY'S,25443,25842,12709,441
2013,10,SOMERSET,6856,4563,1653,106
2013,10,TALBOT,10017,11075,4289,240
2013,10,WASHINGTON,31427,38660,17064,327
2013,10,WICOMICO,26355,21027,10118,595
2013,10,WORCESTER,15062,14670,6409,349
2016,10,ALLEGANY,14572,21267,6947,323
2016,10,ANNE ARUNDEL,160300,137190,80720,994
2016,10,BALTIMORE CITY,310586,32518,45780,1523
2016,10,BALTIMORE CO.,310021,144557,89184,4513
2016,10,CALVERT,23749,26259,12752,398
2016,10,CAROLINE,6897,8901,3641,132
2016,10,CARROLL,32679,63556,23097,841
2016,10,CECIL,22638,27873,13956,578
2016,10,CHARLES,65003,26453,17477,497
2016,10,DORCHESTER,10286,7943,2939,112
2016,10,FREDERICK,61523,66857,37037,285
2016,10,GARRETT,4444,12643,2402,153
2016,10,HARFORD,64558,76580,33133,1148
2016,10,HOWARD,104197,57715,45206,1895
2016,10,KENT,6111,4739,1994,116
2016,10,MONTGOMERY,388979,122923,144634,4771
2016,10,PR. GEORGE'S,457902,43319,64409,12324
2016,10,QUEEN ANNE'S,10882,17519,6375,180
2016,10,ST. MARY'S,25937,29508,13908,421
2016,10,SOMERSET,6113,5120,1730,79
2016,10,TALBOT,10080,11729,4809,193
2016,10,WASHINGTON,32465,42478,18686,410
2016,10,WICOMICO,26389,22582,10616,443
2016,10,WORCESTER,14489,16404,6854,312
2007,11,ALLEGANY,16371,19167,4355,453
2007,11,ANNE ARUNDEL,130466,114349,52773,135
2007,11,BALTIMORE CITY,264320,31896,35039,1199
2007,11,BALTIMORE CO.,268568,124910,55285,5951
2007,11,CALVERT,20587,20684,8132,523
2007,11,CAROLINE,6765,6557,2358,150
2007,11,CARROLL,32279,51321,14016,31
2007,11,CECIL,22709,21025,9491,767
2007,11,CHARLES,38692,24394,11618,931
2007,11,DORCHESTER,9398,6527,1889,184
2007,11,FREDERICK,44877,54067,21925,49
2007,11,GARRETT,4866,10623,1338,194
2007,11,HARFORD,59189,58555,18181,451
2007,11,HOWARD,73603,52349,28563,1762
2007,11,KENT,5943,4267,1453,123
2007,11,MONTGOMERY,271987,120033,104023,1838
2007,11,PR. GEORGE'S,330003,47416,31263,32887
2007,11,QUEEN ANNE'S,10828,13289,3588,228
2007,11,ST. MARY'S,21977,20358,8203,567
2007,11,SOMERSET,6973,3948,1332,110
2007,11,TALBOT,9975,11162,3436,327
2007,11,WASHINGTON,29987,35840,11615,1010
2007,11,WICOMICO,22622,18665,6995,595
2007,11,WORCESTER,14849,12819,4564,452
2023,05,ALLEGANY,11583,22884,8650,557
2023,05,ANNE ARUNDEL,175376,129836,100507,4139
2023,05,BALTIMORE CITY,300916,28007,58587,5749
2023,05,BALTIMORE CO.,309813,136917,111524,7692
2023,05,CALVERT,23828,27943,15683,722
2023,05,CAROLINE,6191,10613,4687,246
2023,05,CARROLL,33543,63727,29399,1329
2023,05,CECIL,20578,32416,17076,928
2023,05,CHARLES,74740,23033,22708,1173
2023,05,DORCHESTER,9609,9101,3957,255
2023,05,FREDERICK,77151,67682,50093,1682
2023,05,GARRETT,3692,13689,2925,204
2023,05,HARFORD,65219,80325,42630,2154
2023,05,HOWARD,121778,48322,58688,2499
2023,05,KENT,5836,5228,2678,154
2023,05,MONTGOMERY,410756,96704,162364,7054
2023,05,PR. GEORGE'S,459348,37495,89367,12301
2023,05,QUEEN ANNE'S,11106,19862,8384,388
2023,05,ST. MARY'S,25121,31709,16970,846
2023,05,SOMERSET,5562,6103,2349,159
2023,05,TALBOT,10775,11720,5800,283
2023,05,WASHINGTON,31236,44091,22588,1135
2023,05,WICOMICO,26746,24025,14020,886
2023,05,WORCESTER,13744,19306,8673,572
2014,10,ALLEGANY,15184,20323,6607,379
2014,10,ANNE ARUNDEL,147979,125022,76252,332
2014,10,BALTIMORE CITY,293960,30218,46270,1372
2014,10,BALTIMORE CO.,298925,132176,84821,4875
2014,10,CALVERT,23339,24106,12113,468
2014,10,CAROLINE,6974,7814,3444,149
2014,10,CARROLL,31372,59696,21626,884
2014,10,CECIL,22967,24813,13409,664
2014,10,CHARLES,59369,24538,16576,540
2014,10,DORCHESTER,10365,7299,2734,117
2014,10,FREDERICK,54891,61755,34456,199
2014,10,GARRETT,4640,12109,2385,188
2014,10,HARFORD,63258,69737,31173,1242
2014,10,HOWARD,94195,56010,43713,2219
2014,10,KENT,6035,4575,1958,130
2014,10,MONTGOMERY,359051,122183,149650,3818
2014,10,PR. GEORGE'S,430508,41904,58999,14744
2014,10,QUEEN ANNE'S,11031,16029,6030,201
2014,10,ST. MARY'S,25146,25964,12916,449
2014,10,SOMERSET,6450,4779,1727,101
2014,10,TALBOT,9706,11237,4534,221
2014,10,WASHINGTON,32046,39390,18200,331
2014,10,WICOMICO,25500,20748,10121,532
2014,10,WORCESTER,14490,14526,6381,360
2021,03,ALLEGANY,12562,22540,7855,410
2021,03,ANNE ARUNDEL,175006,133232,92490,2825
2021,03,BALTIMORE CITY,309537,29496,53154,3530
2021,03,BALTIMORE CO.,315694,141702,103029,6035
2021,03,CALVERT,24157,27589,14412,576
2021,03,CAROLINE,6528,10193,4334,174
2021,03,CARROLL,33777,63935,26824,1093
2021,03,CECIL,21388,31131,15614,733
2021,03,CHARLES,73259,24343,20394,796
2021,03,DORCHESTER,9797,8793,3446,162
2021,03,FREDERICK,73869,68578,44983,898
2021,03,GARRETT,3919,13460,2647,164
2021,03,HARFORD,66183,79633,38949,1574
2021,03,HOWARD,120114,51583,53737,2025
2021,03,KENT,5960,5007,2375,120
2021,03,MONTGOMERY,413262,103149,151674,5782
2021,03,PR. GEORGE'S,472174,38834,79250,11010
2021,03,QUEEN ANNE'S,11118,19121,7493,295
2021,03,ST. MARY'S,26508,30761,16120,624
2021,03,SOMERSET,5673,5774,2142,102
2021,03,TALBOT,10823,11671,5313,261
2021,03,WASHINGTON,32360,44099,20923,875
2021,03,WICOMICO,27236,23666,12681,664
2021,03,WORCESTER,14068,18275,7787,492
2016,08,ALLEGANY,14476,20895,6821,307
2016,08,ANNE ARUNDEL,157583,135095,79053,746
2016,08,BALTIMORE CITY,304832,31734,44315,1369
2016,08,BALTIMORE CO.,305153,141902,87605,4252
2016,08,CALVERT,23479,25648,12497,381
2016,08,CAROLINE,6823,8689,3608,131
2016,08,CARROLL,32374,62677,22549,766
2016,08,CECIL,22393,27186,13678,567
2016,08,CHARLES,63507,26050,17127,456
2016,08,DORCHESTER,10177,7784,2874,110
2016,08,FREDERICK,60232,65853,36225,252
2016,08,GARRETT,4449,12418,2368,143
2016,08,HARFORD,63778,75131,32541,1043
2016,08,HOWARD,101545,57196,44033,1789
2016,08,KENT,6037,4684,1934,114
2016,08,MONTGOMERY,377116,121485,142077,3831
2016,08,PR. GEORGE'S,447739,42796,62455,12257
2016,08,QUEEN ANNE'S,10814,17225,6239,180
2016,08,ST. MARY'S,25633,28837,13492,404
2016,08,SOMERSET,5992,5033,1675,75
2016,08,TALBOT,9952,11613,4718,194
2016,08,WASHINGTON,32045,41582,18392,367
2016,08,WICOMICO,25927,22131,10403,430
2016,08,WORCESTER,14400,16123,6777,299
2021,01,ALLEGANY,12655,22637,7804,407
2021,01,ANNE ARUNDEL,174949,134255,91866,2796
2021,01,BALTIMORE CITY,312995,30073,53478,3485
2021,01,BALTIMORE CO.,319273,144490,104141,6050
2021,01,CALVERT,24419,28012,14469,580
2021,01,CAROLINE,6552,10213,4306,172
2021,01,CARROLL,34007,64674,26878,1100
2021,01,CECIL,21549,31283,15495,726
2021,01,CHARLES,74182,24988,20699,792
2021,01,DORCHESTER,9860,8835,3427,159
2021,01,FREDERICK,74531,69914,45189,872
2021,01,GARRETT,3921,13481,2634,155
2021,01,HARFORD,66581,80333,38974,1567
2021,01,HOWARD,121334,52781,54132,2039
2021,01,KENT,5984,5031,2350,124
2021,01,MONTGOMERY,414842,105628,150689,5710
2021,01,PR. GEORGE'S,477566,40059,79068,11065
2021,01,QUEEN ANNE'S,11125,19181,7428,289
2021,01,ST. MARY'S,26613,30981,16057,619
2021,01,SOMERSET,5750,5807,2136,100
2021,01,TALBOT,10861,11782,5321,256
2021,01,WASHINGTON,32833,44768,21092,877
2021,01,WICOMICO,27607,23946,12738,671
2021,01,WORCESTER,14108,18361,7733,485
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2017,11,nan,0,0,0,0
2014,06,ALLEGANY,15093,20158,6405,377
2014,06,ANNE ARUNDEL,145768,123182,73826,280
2014,06,BALTIMORE CITY,291004,29590,44744,1318
2014,06,BALTIMORE CO.,295072,130323,82182,4825
2014,06,CALVERT,23164,23852,11729,473
2014,06,CAROLINE,6884,7692,3359,143
2014,06,CARROLL,30990,58824,20898,883
2014,06,CECIL,22838,24461,13055,657
2014,06,CHARLES,58321,24240,16155,536
2014,06,DORCHESTER,10293,7229,2670,116
2014,06,FREDERICK,54014,60848,33387,178
2014,06,GARRETT,4597,11984,2312,187
2014,06,HARFORD,62663,68736,30189,1206
2014,06,HOWARD,92978,55621,42553,2209
2014,06,KENT,5952,4487,1903,126
2014,06,MONTGOMERY,354228,121189,146472,3588
2014,06,PR. GEORGE'S,424249,41387,56707,14798
2014,06,QUEEN ANNE'S,10893,15672,5854,189
2014,06,ST. MARY'S,24816,25521,12519,437
2014,06,SOMERSET,6360,4704,1669,104
2014,06,TALBOT,9602,11085,4333,220
2014,06,WASHINGTON,31577,38977,17749,321
2014,06,WICOMICO,25132,20429,9792,538
2014,06,WORCESTER,14215,14211,6107,358
2008,07,ALLEGANY,16598,19255,4591,479
2008,07,ANNE ARUNDEL,138752,118096,55551,126
2008,07,BALTIMORE CITY,271189,32174,35427,1392
2008,07,BALTIMORE CO.,281936,128365,57490,6226
2008,07,CALVERT,21910,21505,8517,578
2008,07,CAROLINE,7038,6765,2531,162
2008,07,CARROLL,33525,52735,14933,30
2008,07,CECIL,23754,21812,9872,827
2008,07,CHARLES,43220,24960,11620,933
2008,07,DORCHESTER,9616,6540,1945,184
